date,attraction,city,tourists,rainfall,temperature,rainy_days,sunshine,type,region,ln_tourists,rain_lag1,rain_lag2,heavy_rain
2016-03,國立故宮博物院,臺北,462046,285.7,17.5,19.0,90.3,Indoor,north,13.0434218964913,78.9,256.0,1
2016-04,國立故宮博物院,臺北,438172,184.4,24.0,14.0,81.9,Indoor,north,12.990369088544584,285.7,78.9,0
2016-05,國立故宮博物院,臺北,423639,186.7,27.1,15.0,104.0,Indoor,north,12.956639316957606,184.4,285.7,0
2016-06,國立故宮博物院,臺北,356769,429.8,29.4,21.0,125.6,Indoor,north,12.784846595435521,186.7,184.4,1
2016-07,國立故宮博物院,臺北,411514,174.6,30.3,13.0,192.7,Indoor,north,12.927600750439764,429.8,186.7,0
2016-08,國立故宮博物院,臺北,402433,141.4,30.1,14.0,187.5,Indoor,north,12.90528638724008,174.6,429.8,0
2016-09,國立故宮博物院,臺北,243479,428.5,27.8,22.0,90.8,Indoor,north,12.402790082607861,141.4,174.6,1
2016-10,國立故宮博物院,臺北,341266,137.6,27.0,16.0,132.1,Indoor,north,12.740420441090306,428.5,141.4,0
2016-11,國立故宮博物院,臺北,329451,111.6,22.6,11.0,86.4,Indoor,north,12.705185947047474,137.6,428.5,0
2016-12,國立故宮博物院,臺北,343419,16.5,20.1,6.0,84.8,Indoor,north,12.746709466867793,111.6,137.6,0
2017-01,國立故宮博物院,臺北,334485,21.8,18.3,11.0,79.2,Indoor,north,12.720350304161832,16.5,111.6,0
2017-02,國立故宮博物院,臺北,318772,123.7,17.0,8.0,70.0,Indoor,north,12.672234529714338,21.8,16.5,0
2017-03,國立故宮博物院,臺北,310789,182.7,18.2,18.0,60.8,Indoor,north,12.646872721925828,123.7,21.8,0
2017-04,國立故宮博物院,臺北,351929,121.5,22.5,13.0,105.6,Indoor,north,12.771187571167875,182.7,123.7,0
2017-05,國立故宮博物院,臺北,369998,135.5,25.6,16.0,83.8,Indoor,north,12.821255581914052,121.5,182.7,0
2017-06,國立故宮博物院,臺北,320848,649.7,28.0,16.0,83.8,Indoor,north,12.678725886452595,135.5,121.5,1
2017-07,國立故宮博物院,臺北,424706,206.6,30.3,12.0,165.3,Indoor,north,12.959154798388278,649.7,135.5,0
2017-08,國立故宮博物院,臺北,431185,166.2,31.1,11.0,208.3,Indoor,north,12.974294830517374,206.6,649.7,0
2017-09,國立故宮博物院,臺北,264756,175.6,29.6,9.0,167.3,Indoor,north,12.486567703151893,166.2,206.6,0
2017-10,國立故宮博物院,臺北,386268,368.6,25.6,22.0,101.0,Indoor,north,12.864289296922768,175.6,166.2,1
2017-11,國立故宮博物院,臺北,429425,120.9,22.5,19.0,55.6,Indoor,north,12.970204712197862,368.6,175.6,0
2017-12,國立故宮博物院,臺北,467762,66.9,17.8,18.0,56.4,Indoor,north,13.055717036374393,120.9,368.6,0
2018-01,國立故宮博物院,臺北,421459,255.8,16.9,13.0,78.6,Indoor,north,12.951480152751204,66.9,120.9,1
2018-02,國立故宮博物院,臺北,408214,163.6,15.6,15.0,54.5,Indoor,north,12.919549275375536,255.8,66.9,0
2018-03,國立故宮博物院,臺北,291705,37.3,20.6,10.0,161.1,Indoor,north,12.583501724722092,163.6,255.8,0
2018-04,國立故宮博物院,臺北,270188,59.6,23.5,9.0,115.8,Indoor,north,12.506876993094785,37.3,163.6,0
2018-05,國立故宮博物院,臺北,259052,42.0,28.2,4.0,137.3,Indoor,north,12.46478795295179,59.6,37.3,0
2018-06,國立故宮博物院,臺北,248363,119.8,28.5,13.0,105.7,Indoor,north,12.422650691002218,42.0,59.6,0
2018-07,國立故宮博物院,臺北,286991,190.3,30.3,8.0,186.1,Indoor,north,12.567209619788795,119.8,42.0,0
2018-08,國立故宮博物院,臺北,338580,186.8,29.5,19.0,128.0,Indoor,north,12.732518633698605,190.3,119.8,0
2018-09,國立故宮博物院,臺北,268250,321.9,28.2,18.0,148.1,Indoor,north,12.499678388351793,186.8,190.3,1
2018-10,國立故宮博物院,臺北,343294,125.1,23.3,19.0,103.8,Indoor,north,12.746345414818892,321.9,186.8,0
2018-11,國立故宮博物院,臺北,351268,64.4,22.7,13.0,91.0,Indoor,north,12.769307590693835,125.1,321.9,0
2018-12,國立故宮博物院,臺北,373280,54.4,19.5,16.0,91.1,Indoor,north,12.830086766205804,64.4,125.1,0
2019-01,國立故宮博物院,臺北,370990,45.0,18.5,10.0,78.0,Indoor,north,12.823933082535216,54.4,64.4,0
2019-02,國立故宮博物院,臺北,407593,64.1,18.8,9.0,55.5,Indoor,north,12.918026859908329,45.0,54.4,0
2019-03,國立故宮博物院,臺北,366684,184.2,19.8,16.0,76.3,Indoor,north,12.812258447850532,64.1,45.0,0
2019-04,國立故宮博物院,臺北,340563,115.1,24.2,13.0,105.0,Indoor,north,12.73835834579364,184.2,64.1,0
2019-05,國立故宮博物院,臺北,352990,335.8,25.0,17.0,80.3,Indoor,north,12.774197839839703,115.1,184.2,1
2019-06,國立故宮博物院,臺北,292033,419.5,28.5,16.0,91.4,Indoor,north,12.584625512828165,335.8,115.1,1
2019-07,國立故宮博物院,臺北,338031,439.3,30.3,16.0,145.5,Indoor,north,12.730895844540015,419.5,335.8,1
2019-08,國立故宮博物院,臺北,354840,212.4,30.5,15.0,186.8,Indoor,north,12.779425080802122,439.3,419.5,0
2019-09,國立故宮博物院,臺北,191623,377.1,27.3,15.0,139.7,Indoor,north,12.163290397634732,212.4,439.3,1
2019-10,國立故宮博物院,臺北,266119,27.1,25.3,8.0,159.0,Indoor,north,12.491702613855823,377.1,212.4,0
2019-11,國立故宮博物院,臺北,276443,13.8,22.0,11.0,102.9,Indoor,north,12.529763547786654,27.1,377.1,0
2019-12,國立故宮博物院,臺北,274464,136.2,19.1,9.0,80.8,Indoor,north,12.522579027248591,13.8,27.1,0
2020-01,國立故宮博物院,臺北,207677,38.6,17.9,10.0,113.2,Indoor,north,12.243744082251183,136.2,13.8,0
2020-02,國立故宮博物院,臺北,62144,29.6,18.7,8.0,126.0,Indoor,north,11.037225643179612,38.6,136.2,0
2020-03,國立故宮博物院,臺北,15436,245.5,20.8,17.0,87.1,Indoor,north,9.644522504181841,29.6,38.6,0
2020-04,國立故宮博物院,臺北,10141,87.9,20.9,15.0,93.6,Indoor,north,9.224440496354964,245.5,29.6,0
2020-05,國立故宮博物院,臺北,20489,405.8,26.9,15.0,107.2,Indoor,north,9.927692241232945,87.9,245.5,1
2020-06,國立故宮博物院,臺北,30693,117.9,30.5,8.0,150.6,Indoor,north,10.33182247473504,405.8,87.9,0
2020-07,國立故宮博物院,臺北,51837,133.5,30.9,9.0,160.3,Indoor,north,10.855878750035005,117.9,405.8,0
2020-08,國立故宮博物院,臺北,59923,322.5,30.2,13.0,193.5,Indoor,north,11.000832371637273,133.5,117.9,1
2020-09,國立故宮博物院,臺北,35828,129.5,27.8,15.0,133.1,Indoor,north,10.486512900336537,322.5,133.5,0
2020-10,國立故宮博物院,臺北,58803,25.5,24.5,11.0,83.0,Indoor,north,10.981965158783856,129.5,322.5,0
2020-11,國立故宮博物院,臺北,43382,21.5,23.3,10.0,88.0,Indoor,north,10.677822938282901,25.5,129.5,0
2020-12,國立故宮博物院,臺北,45810,145.0,18.1,24.0,16.9,Indoor,north,10.732279515937446,21.5,25.5,0
2021-01,國立故宮博物院,臺北,44342,41.0,16.0,10.0,124.5,Indoor,north,10.699710139880182,145.0,21.5,0
2021-02,國立故宮博物院,臺北,53268,46.5,19.1,7.0,150.6,Indoor,north,10.883109827442746,41.0,145.0,0
2021-03,國立故宮博物院,臺北,33743,77.5,20.3,8.0,110.1,Indoor,north,10.426557902718557,46.5,41.0,0
2021-04,國立故宮博物院,臺北,57620,60.0,22.4,4.0,133.1,Indoor,north,10.961642363572961,77.5,46.5,0
2021-05,國立故宮博物院,臺北,19077,119.5,28.2,6.0,141.3,Indoor,north,9.856291117705153,60.0,77.5,0
2021-06,國立故宮博物院,臺北,0,316.5,29.3,10.0,152.4,Indoor,north,0.0,119.5,60.0,1
2021-07,國立故宮博物院,臺北,2891,288.0,30.3,13.0,217.2,Indoor,north,7.969703583278656,316.5,119.5,1
2021-08,國立故宮博物院,臺北,18740,409.0,28.9,17.0,165.6,Indoor,north,9.838468916161679,288.0,316.5,1
2021-09,國立故宮博物院,臺北,19855,181.5,29.5,8.0,225.4,Indoor,north,9.896261507444388,409.0,288.0,0
2021-10,國立故宮博物院,臺北,70089,245.0,25.7,12.0,124.5,Indoor,north,11.15753540949437,181.5,409.0,0
2021-11,國立故宮博物院,臺北,62295,70.0,21.2,12.0,64.7,Indoor,north,11.039652497256823,245.0,181.5,0
2021-12,國立故宮博物院,臺北,34916,54.0,18.3,9.0,83.0,Indoor,north,10.460729095610086,70.0,245.0,0
2022-01,國立故宮博物院,臺北,34727,122.0,17.2,13.0,47.1,Indoor,north,10.45530155697943,54.0,70.0,0
2022-02,國立故宮博物院,臺北,37931,252.0,16.4,21.0,31.1,Indoor,north,10.543550362003618,122.0,54.0,1
2022-03,國立故宮博物院,臺北,32976,197.5,21.1,11.0,128.5,Indoor,north,10.403565627755354,252.0,122.0,0
2022-04,國立故宮博物院,臺北,25908,108.5,22.5,7.0,100.9,Indoor,north,10.162345677674331,197.5,252.0,0
2022-05,國立故宮博物院,臺北,16461,486.0,23.4,20.0,48.2,Indoor,north,9.70880997353259,108.5,197.5,1
2022-06,國立故宮博物院,臺北,28804,234.5,28.1,15.0,136.1,Indoor,north,10.268304262166483,486.0,108.5,0
2022-07,國立故宮博物院,臺北,69660,122.0,30.8,10.0,241.2,Indoor,north,11.151395899257666,234.5,486.0,0
2022-08,國立故宮博物院,臺北,70950,218.5,30.6,10.0,218.1,Indoor,north,11.169744776921561,122.0,234.5,0
2022-09,國立故宮博物院,臺北,42339,256.0,27.3,15.0,160.0,Indoor,north,10.653487544688856,218.5,122.0,1
2022-10,國立故宮博物院,臺北,64834,449.5,24.2,20.0,77.2,Indoor,north,11.079600859982985,256.0,218.5,1
2022-11,國立故宮博物院,臺北,57755,119.5,23.6,5.0,102.8,Indoor,north,10.96398251909111,449.5,256.0,0
2022-12,國立故宮博物院,臺北,74943,90.5,16.6,18.0,56.6,Indoor,north,11.224496446957389,119.5,449.5,0
2023-01,國立故宮博物院,臺北,103511,28.0,17.0,10.0,88.0,Indoor,north,11.54744282699579,90.5,119.5,0
2023-02,國立故宮博物院,臺北,98055,37.5,17.5,7.0,68.2,Indoor,north,11.493294023021,28.0,90.5,0
2023-03,國立故宮博物院,臺北,99299,23.5,20.0,7.0,151.0,Indoor,north,11.505900850033264,37.5,28.0,0
2023-04,國立故宮博物院,臺北,125817,109.5,22.6,9.0,111.9,Indoor,north,11.742591697273632,23.5,37.5,0
2023-05,國立故宮博物院,臺北,107071,182.5,25.8,13.0,136.4,Indoor,north,11.581256784346495,109.5,23.5,0
2023-06,國立故宮博物院,臺北,116323,482.0,28.8,13.0,136.3,Indoor,north,11.664134680071557,182.5,109.5,1
2023-07,國立故宮博物院,臺北,137895,119.0,30.4,13.0,212.3,Indoor,north,11.834255056834227,482.0,182.5,0
2023-08,國立故宮博物院,臺北,143101,459.5,29.7,16.0,185.7,Indoor,north,11.871312941687266,119.0,482.0,1
2023-09,國立故宮博物院,臺北,118554,153.0,29.0,12.0,215.0,Indoor,north,11.683132266901078,459.5,119.0,0
2023-10,國立故宮博物院,臺北,167379,87.0,25.3,10.0,95.3,Indoor,north,12.028021955586865,153.0,459.5,0
2023-11,國立故宮博物院,臺北,158383,17.0,22.4,8.0,155.9,Indoor,north,11.972777743159588,87.0,153.0,0
2023-12,國立故宮博物院,臺北,176802,89.0,18.8,8.0,87.4,Indoor,north,12.082791397367512,17.0,87.0,0
2024-01,國立故宮博物院,臺北,159124,37.5,16.9,10.0,107.1,Indoor,north,11.977445335859707,89.0,17.0,0
2024-02,國立故宮博物院,臺北,160560,43.0,18.0,5.0,110.7,Indoor,north,11.986429211652121,37.5,89.0,0
2024-03,國立故宮博物院,臺北,171660,104.0,19.3,12.0,108.9,Indoor,north,12.053276880724193,43.0,37.5,0
2024-04,國立故宮博物院,臺北,134904,214.5,24.9,19.0,84.4,Indoor,north,11.812326106001192,104.0,43.0,0
2024-05,國立故宮博物院,臺北,138863,104.5,25.4,12.0,120.1,Indoor,north,11.841250315884025,214.5,104.0,0
2024-06,國立故宮博物院,臺北,132141,339.0,28.5,19.0,111.6,Indoor,north,11.791632380931725,104.5,214.5,1
2024-07,國立故宮博物院,臺北,135498,377.5,30.1,13.0,212.9,Indoor,north,11.816719539200859,339.0,104.5,1
2024-08,國立故宮博物院,臺北,161104,267.5,29.8,12.0,198.3,Indoor,north,11.989811605306656,377.5,339.0,1
2024-09,國立故宮博物院,臺北,133433,426.5,29.3,15.0,193.7,Indoor,north,11.801362252552885,267.5,377.5,1
2024-10,國立故宮博物院,臺北,160396,411.5,26.1,18.0,103.4,Indoor,north,11.985407270997747,426.5,267.5,1
2024-11,國立故宮博物院,臺北,180629,45.5,22.2,11.0,63.4,Indoor,north,12.104206019126604,411.5,426.5,0
2024-12,國立故宮博物院,臺北,206682,22.0,17.6,5.0,55.0,Indoor,north,12.238941497488344,45.5,411.5,0
2016-03,國立海洋生物博物館,恆春,62135,18.9,22.7,6.0,143.5,Indoor,south,11.037080810099484,2.0,98.5,0
2016-04,國立海洋生物博物館,恆春,95275,64.1,27.0,8.0,226.1,Indoor,south,11.464533221619805,18.9,2.0,0
2016-05,國立海洋生物博物館,恆春,101858,75.0,28.8,10.0,242.5,Indoor,south,11.531344782993978,64.1,18.9,0
2016-06,國立海洋生物博物館,恆春,127923,368.5,29.6,16.0,224.7,Indoor,south,11.759191616562418,75.0,64.1,1
2016-07,國立海洋生物博物館,恆春,190747,383.8,30.0,15.0,239.6,Indoor,south,12.15870846416382,368.5,75.0,1
2016-08,國立海洋生物博物館,恆春,155655,548.5,28.8,13.0,176.3,Indoor,south,11.955403723151212,383.8,368.5,1
2016-09,國立海洋生物博物館,恆春,88165,710.5,28.4,17.0,144.0,Indoor,south,11.386976680147121,548.5,383.8,1
2016-10,國立海洋生物博物館,恆春,110263,393.5,28.1,18.0,177.3,Indoor,south,11.610632769374275,710.5,548.5,1
2016-11,國立海洋生物博物館,恆春,71183,60.0,25.6,3.0,176.3,Indoor,south,11.173023353045823,393.5,710.5,0
2016-12,國立海洋生物博物館,恆春,61675,0.5,23.8,1.0,197.5,Indoor,south,11.029650155291243,60.0,393.5,0
2017-01,國立海洋生物博物館,恆春,89799,12.5,22.7,1.0,192.8,Indoor,south,11.40534025429029,0.5,60.0,0
2017-02,國立海洋生物博物館,恆春,92946,6.2,21.8,8.0,154.6,Indoor,south,11.439784717211836,12.5,0.5,0
2017-03,國立海洋生物博物館,恆春,55748,2.4,23.4,3.0,176.4,Indoor,south,10.92861475194176,6.2,12.5,0
2017-04,國立海洋生物博物館,恆春,94508,28.0,25.5,4.0,186.4,Indoor,south,11.456450347042212,2.4,6.2,0
2017-05,國立海洋生物博物館,恆春,93747,48.7,28.1,9.0,183.4,Indoor,south,11.448365610271765,28.0,2.4,0
2017-06,國立海洋生物博物館,恆春,84348,105.0,29.8,19.0,190.9,Indoor,south,11.342718232539287,48.7,28.0,0
2017-07,國立海洋生物博物館,恆春,149973,645.1,29.4,15.0,227.2,Indoor,south,11.9182172247211,105.0,48.7,1
2017-08,國立海洋生物博物館,恆春,148091,298.0,29.6,17.0,208.6,Indoor,south,11.905588981241184,645.1,105.0,1
2017-09,國立海洋生物博物館,恆春,68396,243.6,29.3,10.0,233.7,Indoor,south,11.133084242999656,298.0,645.1,0
2017-10,國立海洋生物博物館,恆春,105476,304.0,27.7,16.0,199.3,Indoor,south,11.566248198652064,243.6,298.0,1
2017-11,國立海洋生物博物館,恆春,63248,23.0,26.0,5.0,150.6,Indoor,south,11.054834596188103,304.0,243.6,0
2017-12,國立海洋生物博物館,恆春,58463,3.5,22.1,4.0,138.9,Indoor,south,10.976166459177733,23.0,304.0,0
2018-01,國立海洋生物博物館,恆春,40988,34.5,21.4,6.0,152.4,Indoor,south,10.621059017006598,3.5,23.0,0
2018-02,國立海洋生物博物館,恆春,82165,35.5,21.2,4.0,129.4,Indoor,south,11.316496870173593,34.5,3.5,0
2018-03,國立海洋生物博物館,恆春,50683,14.6,23.9,4.0,236.0,Indoor,south,10.8333655579188,35.5,34.5,0
2018-04,國立海洋生物博物館,恆春,83679,8.0,25.6,1.0,198.1,Indoor,south,11.33475527929875,14.6,35.5,0
2018-05,國立海洋生物博物館,恆春,66842,4.0,28.6,3.0,275.7,Indoor,south,11.110101865005516,8.0,14.6,0
2018-06,國立海洋生物博物館,恆春,72504,488.0,28.8,12.0,203.6,Indoor,south,11.191410803981995,4.0,8.0,1
2018-07,國立海洋生物博物館,恆春,115817,249.5,28.7,22.0,187.5,Indoor,south,11.65977527245593,488.0,4.0,0
2018-08,國立海洋生物博物館,恆春,116285,1400.5,27.8,23.0,118.4,Indoor,south,11.663807952928803,249.5,488.0,1
2018-09,國立海洋生物博物館,恆春,67488,281.0,28.1,14.0,195.8,Indoor,south,11.119719900617751,1400.5,249.5,1
2018-10,國立海洋生物博物館,恆春,66921,8.4,26.1,6.0,192.6,Indoor,south,11.11128304108573,281.0,1400.5,0
2018-11,國立海洋生物博物館,恆春,50670,6.0,25.3,3.0,176.5,Indoor,south,10.833109033818927,8.4,281.0,0
2018-12,國立海洋生物博物館,恆春,64738,6.0,23.6,1.0,184.5,Indoor,south,11.078119080959949,6.0,8.4,0
2019-01,國立海洋生物博物館,恆春,49621,28.7,22.6,9.0,131.4,Indoor,south,10.812189562761608,6.0,6.0,0
2019-02,國立海洋生物博物館,恆春,100774,20.3,23.8,4.0,175.6,Indoor,south,11.520645587985367,28.7,6.0,0
2019-03,國立海洋生物博物館,恆春,61294,44.0,24.1,2.0,199.9,Indoor,south,11.023453552529094,20.3,28.7,0
2019-04,國立海洋生物博物館,恆春,74109,15.5,26.6,4.0,203.0,Indoor,south,11.213305754945404,44.0,20.3,0
2019-05,國立海洋生物博物館,恆春,66768,134.7,26.7,15.0,133.0,Indoor,south,11.108994179953779,15.5,44.0,0
2019-06,國立海洋生物博物館,恆春,91292,215.5,28.9,15.0,168.8,Indoor,south,11.421829393326107,134.7,15.5,0
2019-07,國立海洋生物博物館,恆春,139987,587.5,28.9,23.0,150.1,Indoor,south,11.849311983632047,215.5,134.7,1
2019-08,國立海洋生物博物館,恆春,123268,839.6,28.3,26.0,114.3,Indoor,south,11.72212423823879,587.5,215.5,1
2019-09,國立海洋生物博物館,恆春,84178,356.5,27.6,14.0,149.9,Indoor,south,11.340700762947753,839.6,587.5,1
2019-10,國立海洋生物博物館,恆春,106290,28.0,26.5,5.0,217.8,Indoor,south,11.573935894706157,356.5,839.6,0
2019-11,國立海洋生物博物館,恆春,65954,2.5,24.7,3.0,175.5,Indoor,south,11.09672797028302,28.0,356.5,0
2019-12,國立海洋生物博物館,恆春,58573,14.5,22.4,6.0,173.4,Indoor,south,10.978046191100518,2.5,28.0,0
2020-01,國立海洋生物博物館,恆春,83091,57.2,21.9,5.0,196.7,Indoor,south,11.327703706654574,14.5,2.5,0
2020-02,國立海洋生物博物館,恆春,42116,53.0,21.9,8.0,162.9,Indoor,south,10.648206738640061,57.2,14.5,0
2020-03,國立海洋生物博物館,恆春,21375,12.0,24.0,3.0,211.8,Indoor,south,9.970024076336372,53.0,57.2,0
2020-04,國立海洋生物博物館,恆春,16198,6.0,24.7,2.0,205.5,Indoor,south,9.692704790920137,12.0,53.0,0
2020-05,國立海洋生物博物館,恆春,32276,220.8,28.0,15.0,196.9,Indoor,south,10.38211018126202,6.0,12.0,0
2020-06,國立海洋生物博物館,恆春,93794,80.0,29.6,10.0,260.2,Indoor,south,11.448866828669509,220.8,6.0,0
2020-07,國立海洋生物博物館,恆春,174957,246.5,29.8,13.0,248.2,Indoor,south,12.072301224101043,80.0,220.8,0
2020-08,國立海洋生物博物館,恆春,213380,463.5,28.5,23.0,164.4,Indoor,south,12.270834579209305,246.5,80.0,1
2020-09,國立海洋生物博物館,恆春,84621,69.5,28.6,6.0,236.3,Indoor,south,11.345949559069204,463.5,246.5,0
2020-10,國立海洋生物博物館,恆春,101464,48.0,26.9,12.0,200.4,Indoor,south,11.52746919041107,69.5,463.5,0
2020-11,國立海洋生物博物館,恆春,61886,180.0,25.3,6.0,162.0,Indoor,south,11.033065420461117,48.0,69.5,0
2020-12,國立海洋生物博物館,恆春,49792,2.0,22.6,2.0,97.0,Indoor,south,10.81562969088395,180.0,48.0,0
2021-01,國立海洋生物博物館,恆春,44623,2.5,19.8,2.0,198.1,Indoor,south,10.70602710986727,2.0,180.0,0
2021-02,國立海洋生物博物館,恆春,82828,20.0,21.5,4.0,195.7,Indoor,south,11.324533520598992,2.5,2.0,0
2021-03,國立海洋生物博物館,恆春,48102,2.0,24.2,1.0,209.2,Indoor,south,10.78109982421129,20.0,2.5,0
2021-04,國立海洋生物博物館,恆春,72962,0.5,25.1,1.0,148.0,Indoor,south,11.197707742323926,2.0,20.0,0
2021-05,國立海洋生物博物館,恆春,29853,4.0,29.0,2.0,241.1,Indoor,south,10.304074113193185,0.5,2.0,0
2021-06,國立海洋生物博物館,恆春,0,589.5,28.2,23.0,140.7,Indoor,south,0.0,4.0,0.5,1
2021-07,國立海洋生物博物館,恆春,7980,402.0,28.8,18.0,214.7,Indoor,south,8.984818995876008,589.5,4.0,1
2021-08,國立海洋生物博物館,恆春,54110,835.0,28.1,21.0,163.1,Indoor,south,10.898792771338309,402.0,589.5,1
2021-09,國立海洋生物博物館,恆春,57066,140.5,28.6,17.0,236.0,Indoor,south,10.951981295126105,835.0,402.0,0
2021-10,國立海洋生物博物館,恆春,81334,378.0,26.9,11.0,188.7,Indoor,south,11.306331707200554,140.5,835.0,1
2021-11,國立海洋生物博物館,恆春,72220,20.0,24.3,7.0,151.1,Indoor,south,11.18748614131548,378.0,140.5,0
2021-12,國立海洋生物博物館,恆春,68799,5.5,22.0,5.0,166.3,Indoor,south,11.138959023921435,20.0,378.0,0
2022-01,國立海洋生物博物館,恆春,57940,173.0,21.3,8.0,120.9,Indoor,south,10.967180530408093,5.5,20.0,0
2022-02,國立海洋生物博物館,恆春,74747,17.0,21.3,5.0,143.5,Indoor,south,11.221877735042145,173.0,5.5,0
2022-03,國立海洋生物博物館,恆春,59094,12.5,24.2,2.0,183.7,Indoor,south,10.98690159744634,17.0,173.0,0
2022-04,國立海洋生物博物館,恆春,51917,12.5,25.2,6.0,189.7,Indoor,south,10.857420829834794,12.5,17.0,0
2022-05,國立海洋生物博物館,恆春,26810,308.0,26.6,15.0,107.6,Indoor,south,10.196567530049501,12.5,12.5,1
2022-06,國立海洋生物博物館,恆春,60699,141.0,28.7,20.0,203.7,Indoor,south,11.01369897704759,308.0,12.5,0
2022-07,國立海洋生物博物館,恆春,149762,200.5,29.0,12.0,234.2,Indoor,south,11.916809323562061,141.0,308.0,0
2022-08,國立海洋生物博物館,恆春,146905,261.0,28.6,18.0,240.4,Indoor,south,11.897548205439511,200.5,141.0,1
2022-09,國立海洋生物博物館,恆春,91291,42.0,28.3,6.0,194.0,Indoor,south,11.421818439523769,261.0,200.5,0
2022-10,國立海洋生物博物館,恆春,92485,140.0,26.7,8.0,196.1,Indoor,south,11.434812560694393,42.0,261.0,0
2022-11,國立海洋生物博物館,恆春,61796,13.5,26.1,4.0,173.3,Indoor,south,11.031610098578179,140.0,42.0,0
2022-12,國立海洋生物博物館,恆春,62503,4.5,22.1,5.0,164.1,Indoor,south,11.04298583367658,13.5,140.0,0
2023-01,國立海洋生物博物館,恆春,108543,6.0,21.1,6.0,165.9,Indoor,south,11.59491089971152,4.5,13.5,0
2023-02,國立海洋生物博物館,恆春,75750,6.0,22.3,2.0,179.9,Indoor,south,11.235206924604611,6.0,4.5,0
2023-03,國立海洋生物博物館,恆春,53505,0.5,23.3,1.0,231.3,Indoor,south,10.88754907612852,6.0,6.0,0
2023-04,國立海洋生物博物館,恆春,88585,5.5,25.4,2.0,155.7,Indoor,south,11.391729110563698,0.5,6.0,0
2023-05,國立海洋生物博物館,恆春,65740,93.0,26.9,11.0,151.7,Indoor,south,11.09347805854152,5.5,0.5,0
2023-06,國立海洋生物博物館,恆春,93874,290.5,28.6,14.0,197.5,Indoor,south,11.449719389066436,93.0,5.5,1
2023-07,國立海洋生物博物館,恆春,127125,469.0,29.2,14.0,242.5,Indoor,south,11.752933999593274,290.5,93.0,1
2023-08,國立海洋生物博物館,恆春,124078,358.0,28.4,23.0,133.1,Indoor,south,11.728673738501374,469.0,290.5,1
2023-09,國立海洋生物博物館,恆春,59644,299.5,28.1,14.0,181.5,Indoor,south,10.996165601716045,358.0,469.0,1
2023-10,國立海洋生物博物館,恆春,73778,260.0,26.9,6.0,160.4,Indoor,south,11.208829417250193,299.5,358.0,1
2023-11,國立海洋生物博物館,恆春,53338,4.0,25.0,1.0,229.2,Indoor,south,10.884423049903722,260.0,299.5,0
2023-12,國立海洋生物博物館,恆春,54072,0.5,23.2,1.0,137.4,Indoor,south,10.89809026446922,4.0,260.0,0
2024-01,國立海洋生物博物館,恆春,42324,10.5,21.2,4.0,160.4,Indoor,south,10.653133207001336,0.5,4.0,0
2024-02,國立海洋生物博物館,恆春,71894,5.0,23.1,1.0,184.9,Indoor,south,11.182962000261842,10.5,0.5,0
2024-03,國立海洋生物博物館,恆春,50965,12.5,23.4,1.0,189.8,Indoor,south,10.83891402271876,5.0,10.5,0
2024-04,國立海洋生物博物館,恆春,70354,78.5,27.3,5.0,210.8,Indoor,south,11.161309133222357,12.5,5.0,0
2024-05,國立海洋生物博物館,恆春,61757,148.5,27.8,10.0,165.2,Indoor,south,11.030978800754614,78.5,12.5,0
2024-06,國立海洋生物博物館,恆春,88739,96.5,29.5,18.0,203.9,Indoor,south,11.3934660249329,148.5,78.5,0
2024-07,國立海洋生物博物館,恆春,116850,398.5,29.6,19.0,242.9,Indoor,south,11.6686548979107,96.5,148.5,1
2024-08,國立海洋生物博物館,恆春,101849,321.0,28.8,17.0,211.0,Indoor,south,11.531256421654952,398.5,96.5,1
2024-09,國立海洋生物博物館,恆春,63350,369.5,28.5,21.0,167.2,Indoor,south,11.05644597094435,321.0,398.5,1
2024-10,國立海洋生物博物館,恆春,49497,458.5,27.5,14.0,148.7,Indoor,south,10.809687543700113,369.5,321.0,1
2024-11,國立海洋生物博物館,恆春,47044,83.0,25.3,6.0,181.0,Indoor,south,10.758859869440865,458.5,369.5,0
2024-12,國立海洋生物博物館,恆春,42953,16.5,21.8,3.0,147.0,Indoor,south,10.66788505462424,83.0,458.5,0
2016-03,國立科學工藝博物館,高雄,150535,79.0,21.6,11.0,159.1,Indoor,south,11.92195753722448,24.5,179.5,0
2016-04,國立科學工藝博物館,高雄,109599,182.5,26.9,8.0,222.1,Indoor,south,11.604592653496052,79.0,24.5,0
2016-05,國立科學工藝博物館,高雄,152808,97.5,28.9,7.0,246.5,Indoor,south,11.936944054503549,182.5,79.0,0
2016-06,國立科學工藝博物館,高雄,200425,383.0,29.7,13.0,255.8,Indoor,south,12.208200380296235,97.5,182.5,1
2016-07,國立科學工藝博物館,高雄,321372,315.0,30.2,10.0,252.2,Indoor,south,12.680357721289393,383.0,97.5,1
2016-08,國立科學工藝博物館,高雄,315814,427.0,29.4,16.0,206.6,Indoor,south,12.662911878092384,315.0,383.0,1
2016-09,國立科學工藝博物館,高雄,237271,1098.0,28.4,15.0,172.2,Indoor,south,12.376962441361709,427.0,315.0,1
2016-10,國立科學工藝博物館,高雄,172547,259.5,28.4,13.0,185.4,Indoor,south,12.05843073761574,1098.0,427.0,1
2016-11,國立科學工藝博物館,高雄,119852,57.0,25.7,3.0,163.3,Indoor,south,11.694021270838364,259.5,1098.0,0
