date,attraction,city,tourists,rainfall,temperature,rainy_days,sunshine,type,region,ln_tourists,rain_lag1,rain_lag2,heavy_rain
2020-09,旗津風景區,高雄,354489,27.5,29.7,6.0,263.3,Outdoor,south,12.778435415811733,915.0,146.5,0
2020-10,旗津風景區,高雄,353231,9.5,27.9,3.0,178.9,Outdoor,south,12.77488034383449,27.5,915.0,0
2020-11,旗津風景區,高雄,275237,55.0,25.8,3.0,161.1,Outdoor,south,12.525391456904316,9.5,27.5,0
2020-12,旗津風景區,高雄,279661,7.5,22.3,3.0,134.8,Outdoor,south,12.541337010110427,55.0,9.5,0
2021-01,旗津風景區,高雄,271261,1.0,18.3,1.0,204.1,Outdoor,south,12.510840422489599,7.5,55.0,0
2021-02,旗津風景區,高雄,377906,27.9,20.8,3.0,228.6,Outdoor,south,12.842403412584918,1.0,7.5,0
2021-03,旗津風景區,高雄,267798,0.0,23.6,0.0,239.4,Outdoor,south,12.49799197810229,27.9,1.0,0
2021-04,旗津風景區,高雄,292601,36.0,25.4,5.0,191.1,Outdoor,south,12.586568602814793,0.0,27.9,0
2021-05,旗津風景區,高雄,154147,31.0,29.1,3.0,282.1,Outdoor,south,11.94566845885452,36.0,0.0,0
2021-06,旗津風景區,高雄,63088,911.0,28.2,22.0,148.7,Outdoor,south,11.052301706866754,31.0,36.0,1
2021-07,旗津風景區,高雄,96060,476.5,29.1,17.0,215.5,Outdoor,south,11.472738685324947,911.0,31.0,1
2021-08,旗津風景區,高雄,157505,869.0,28.4,17.0,174.3,Outdoor,south,11.967218831760315,476.5,911.0,1
2021-09,旗津風景區,高雄,208889,142.0,29.1,11.0,220.1,Outdoor,south,12.249563076604701,869.0,476.5,0
2021-10,旗津風景區,高雄,276432,90.5,27.6,7.0,195.5,Outdoor,south,12.529723755934212,142.0,869.0,0
2021-11,旗津風景區,高雄,282805,14.5,24.6,3.0,198.3,Outdoor,south,12.552516429186845,90.5,142.0,0
2021-12,旗津風景區,高雄,273199,1.0,21.2,2.0,184.8,Outdoor,south,12.517959406678772,14.5,90.5,0
2022-01,旗津風景區,高雄,205246,58.5,20.1,4.0,152.5,Outdoor,south,12.231969410886297,1.0,14.5,0
2022-01,旗津風景區,高雄,205246,33.0,19.1,2.0,30.3,Outdoor,south,12.231969410886297,58.5,1.0,0
2022-02,旗津風景區,高雄,146085,33.5,18.0,8.0,110.9,Outdoor,south,11.891950768369753,33.0,58.5,0
2022-03,旗津風景區,高雄,264210,23.5,23.1,3.0,209.1,Outdoor,south,12.48450330532855,33.5,33.0,0
2022-04,旗津風景區,高雄,761025,2.5,24.9,3.0,226.7,Outdoor,south,13.54242280183181,23.5,33.5,0
2022-05,旗津風景區,高雄,573069,227.0,25.9,12.0,121.9,Outdoor,south,13.258763152284322,2.5,23.5,0
2022-06,旗津風景區,高雄,747947,155.0,28.6,8.0,234.6,Outdoor,south,13.525088735823498,227.0,2.5,0
2022-07,旗津風景區,高雄,822797,102.5,29.2,9.0,232.8,Outdoor,south,13.62046600603363,155.0,227.0,0
2022-08,旗津風景區,高雄,685727,229.0,28.5,13.0,228.2,Outdoor,south,13.438236326622809,102.5,155.0,0
2022-09,旗津風景區,高雄,388051,108.5,27.7,8.0,187.3,Outdoor,south,12.868894630244007,229.0,102.5,0
2022-10,旗津風景區,高雄,469710,15.5,26.1,6.0,185.0,Outdoor,south,13.05987289094461,108.5,229.0,0
2022-12,旗津風景區,高雄,469280,15.5,19.0,2.0,210.1,Outdoor,south,13.058957015132977,15.5,108.5,0
2023-04,旗津風景區,高雄,522138,2.5,25.6,1.0,222.6,Outdoor,south,13.165689114942515,15.5,15.5,0
2023-05,旗津風景區,高雄,433184,62.0,27.3,8.0,199.4,Outdoor,south,12.978920167470696,2.5,15.5,0
2023-06,旗津風景區,高雄,415478,350.5,28.8,11.0,213.5,Outdoor,south,12.937187350484129,62.0,2.5,1
2023-07,旗津風景區,高雄,427080,276.5,28.9,10.0,231.3,Outdoor,south,12.964728969771187,350.5,62.0,1
2023-08,旗津風景區,高雄,407222,519.0,28.1,20.0,154.1,Outdoor,south,12.917116225923918,276.5,350.5,1
2023-09,旗津風景區,高雄,347368,432.0,28.0,10.0,189.1,Outdoor,south,12.75814289449549,519.0,276.5,1
2023-10,旗津風景區,高雄,425969,26.5,26.5,4.0,184.0,Outdoor,south,12.962124200236513,432.0,519.0,0
2023-11,旗津風景區,高雄,390318,0.0,23.5,0.0,246.6,Outdoor,south,12.874719632486027,26.5,432.0,0
2023-12,旗津風景區,高雄,378706,10.0,20.9,4.0,148.8,Outdoor,south,12.84451809800741,0.0,26.5,0
2024-02,旗津風景區,高雄,735622,4.0,21.2,1.0,223.4,Outdoor,south,13.508473038216431,10.0,0.0,0
2024-03,旗津風景區,高雄,412435,1.5,22.8,1.0,220.3,Outdoor,south,12.92983632120448,4.0,10.0,0
2024-04,旗津風景區,高雄,391532,177.5,27.1,6.0,207.9,Outdoor,south,12.877825082048432,1.5,4.0,0
2024-05,旗津風景區,高雄,375432,157.0,27.1,10.0,146.0,Outdoor,south,12.83583530550437,177.5,1.5,0
2024-06,旗津風景區,高雄,359978,216.0,29.1,10.0,205.0,Outdoor,south,12.793800975397504,157.0,177.5,0
2024-07,旗津風景區,高雄,351888,945.5,29.3,13.0,235.1,Outdoor,south,12.771071063940743,216.0,157.0,1
2024-08,旗津風景區,高雄,332282,231.0,28.4,12.0,218.8,Outdoor,south,12.713742294442406,945.5,216.0,0
2024-09,旗津風景區,高雄,333936,485.5,28.2,11.0,186.5,Outdoor,south,12.718707631412837,231.0,945.5,1
2024-10,旗津風景區,高雄,366575,519.0,26.5,8.0,147.3,Outdoor,south,12.811961145796275,485.5,231.0,1
2024-11,旗津風景區,高雄,384417,174.0,23.7,5.0,173.3,Outdoor,south,12.859485781204645,519.0,485.5,0
2024-12,旗津風景區,高雄,398634,21.5,19.0,2.0,173.9,Outdoor,south,12.895801490231634,174.0,519.0,0
2016-03,日月潭環潭區,日月潭,486469,275.0,15.3,16.0,104.4,Outdoor,central,13.094930513753084,42.0,326.5,1
2016-04,日月潭環潭區,日月潭,373632,239.0,20.3,13.0,144.2,Outdoor,central,12.831029311200435,275.0,42.0,0
2016-05,日月潭環潭區,日月潭,254981,160.0,21.9,22.0,119.8,Outdoor,central,12.448948233413802,239.0,275.0,0
2016-06,日月潭環潭區,日月潭,182048,443.0,22.8,23.0,126.9,Outdoor,central,12.112031160592064,160.0,239.0,1
2016-07,日月潭環潭區,日月潭,412146,205.5,23.4,15.0,166.7,Outdoor,central,12.92913536081157,443.0,160.0,0
2016-08,日月潭環潭區,日月潭,269208,179.3,23.1,16.0,125.1,Outdoor,central,12.503243308586134,205.5,443.0,0
2016-09,日月潭環潭區,日月潭,135966,258.0,22.1,16.0,92.9,Outdoor,central,11.820167488215805,179.3,205.5,1
2016-10,日月潭環潭區,日月潭,246651,75.6,22.2,9.0,145.4,Outdoor,central,12.415733715285,258.0,179.3,0
2016-11,日月潭環潭區,日月潭,228544,68.0,18.9,7.0,136.8,Outdoor,central,12.339488406469611,75.6,258.0,0
2016-12,日月潭環潭區,日月潭,220669,21.5,17.1,1.0,169.4,Outdoor,central,12.304423651877126,68.0,75.6,0
2017-01,日月潭環潭區,日月潭,250110,4.0,15.9,4.0,176.7,Outdoor,central,12.42966009830555,21.5,68.0,0
2017-02,日月潭環潭區,日月潭,584400,14.0,14.6,5.0,114.6,Outdoor,central,13.27834267001396,4.0,21.5,0
2017-03,日月潭環潭區,日月潭,450477,57.5,16.6,10.0,113.5,Outdoor,central,13.01806452020989,14.0,4.0,0
2017-04,日月潭環潭區,日月潭,258924,255.5,18.6,13.0,112.3,Outdoor,central,12.464293723457079,57.5,14.0,1
2017-05,日月潭環潭區,日月潭,207796,347.5,21.1,19.0,99.9,Outdoor,central,12.244316920584437,255.5,57.5,1
2017-06,日月潭環潭區,日月潭,129015,1013.0,22.3,20.0,99.7,Outdoor,central,11.76769170666035,347.5,255.5,1
2017-07,日月潭環潭區,日月潭,201971,424.5,22.9,22.0,129.3,Outdoor,central,12.215884352914166,1013.0,347.5,1
2017-08,日月潭環潭區,日月潭,281890,183.5,23.5,8.0,151.4,Outdoor,central,12.549275750377582,424.5,1013.0,0
2017-09,日月潭環潭區,日月潭,130743,118.0,23.4,10.0,149.2,Outdoor,central,11.780996491772894,183.5,424.5,0
2017-10,日月潭環潭區,日月潭,266091,85.0,21.4,5.0,148.7,Outdoor,central,12.491597392628096,118.0,183.5,0
2017-11,日月潭環潭區,日月潭,219304,48.0,19.7,6.0,146.5,Outdoor,central,12.298218733963669,85.0,118.0,0
2017-12,日月潭環潭區,日月潭,223242,17.5,15.2,8.0,139.1,Outdoor,central,12.316016143263965,48.0,85.0,0
2018-01,日月潭環潭區,日月潭,184018,150.0,14.8,12.0,133.8,Outdoor,central,12.122794292129651,17.5,48.0,0
2018-02,日月潭環潭區,日月潭,471635,72.0,14.0,11.0,99.0,Outdoor,central,13.063962780609781,150.0,17.5,0
2018-03,日月潭環潭區,日月潭,352612,45.0,16.8,7.0,195.1,Outdoor,central,12.773126417239604,72.0,150.0,0
2018-04,日月潭環潭區,日月潭,286810,108.0,18.8,8.0,102.0,Outdoor,central,12.566578741225932,45.0,72.0,0
2018-05,日月潭環潭區,日月潭,268972,95.0,22.3,6.0,155.7,Outdoor,central,12.502366281799183,108.0,45.0,0
2018-06,日月潭環潭區,日月潭,182830,427.0,22.6,16.0,106.2,Outdoor,central,12.11631750786948,95.0,108.0,1
2018-07,日月潭環潭區,日月潭,242121,316.0,22.7,17.0,114.7,Outdoor,central,12.397197010338267,427.0,95.0,1
2018-08,日月潭環潭區,日月潭,252090,556.5,22.2,23.0,91.3,Outdoor,central,12.437545412419746,316.0,427.0,1
2018-09,日月潭環潭區,日月潭,258770,128.5,22.4,7.0,135.0,Outdoor,central,12.463698779688759,556.5,316.0,0
2018-10,日月潭環潭區,日月潭,286201,18.0,20.2,5.0,165.7,Outdoor,central,12.564453134200267,128.5,556.5,0
2018-11,日月潭環潭區,日月潭,286733,24.5,19.3,3.0,144.6,Outdoor,central,12.566310235701648,18.0,128.5,0
2018-12,日月潭環潭區,日月潭,288320,1.0,17.8,1.0,161.2,Outdoor,central,12.571829721764574,24.5,18.0,0
2019-01,日月潭環潭區,日月潭,240123,9.0,16.3,5.0,143.5,Outdoor,central,12.38891073556453,1.0,24.5,0
2019-02,日月潭環潭區,日月潭,631903,6.5,17.7,1.0,161.0,Outdoor,central,13.356492762857036,9.0,1.0,0
2019-03,日月潭環潭區,日月潭,563969,171.5,17.3,13.0,127.6,Outdoor,central,13.242756337576116,6.5,9.0,0
2019-04,日月潭環潭區,日月潭,464819,135.0,20.3,9.0,156.4,Outdoor,central,13.049405512854003,171.5,6.5,0
2019-05,日月潭環潭區,日月潭,359117,674.0,20.4,26.0,54.4,Outdoor,central,12.791406304271225,135.0,171.5,1
2019-06,日月潭環潭區,日月潭,281654,754.5,22.5,17.0,89.8,Outdoor,central,12.548438196695022,674.0,135.0,1
2019-07,日月潭環潭區,日月潭,402630,216.5,23.3,16.0,118.7,Outdoor,central,12.905775788726748,754.5,674.0,0
2019-08,日月潭環潭區,日月潭,356557,664.5,22.7,23.0,87.8,Outdoor,central,12.784252198450567,216.5,754.5,1
2019-09,日月潭環潭區,日月潭,315466,92.0,22.1,5.0,107.4,Outdoor,central,12.661809359613319,664.5,216.5,0
2019-10,日月潭環潭區,日月潭,368067,9.5,20.8,1.0,134.8,Outdoor,central,12.81602298268956,92.0,664.5,0
2019-11,日月潭環潭區,日月潭,458879,0.0,18.8,0.0,204.5,Outdoor,central,13.036544016953338,9.5,92.0,0
2019-12,日月潭環潭區,日月潭,323656,138.0,15.9,8.0,170.6,Outdoor,central,12.687439592041946,0.0,9.5,0
2020-01,日月潭環潭區,日月潭,279692,11.5,14.8,2.0,200.3,Outdoor,central,12.541447852062431,138.0,0.0,0
2020-02,日月潭環潭區,日月潭,486382,70.5,15.7,2.0,195.3,Outdoor,central,13.09475165836541,11.5,138.0,0
2020-03,日月潭環潭區,日月潭,172103,90.0,18.0,5.0,139.0,Outdoor,central,12.05585422423052,70.5,11.5,0
2020-04,日月潭環潭區,日月潭,65845,72.0,18.0,9.0,118.1,Outdoor,central,11.095073961211014,90.0,70.5,0
2020-05,日月潭環潭區,日月潭,73300,508.0,21.9,17.0,109.7,Outdoor,central,11.202329530346486,72.0,90.0,1
2020-06,日月潭環潭區,日月潭,236161,330.0,23.2,15.0,133.8,Outdoor,central,12.372273289193073,508.0,72.0,1
2020-07,日月潭環潭區,日月潭,549567,239.0,23.6,15.0,121.7,Outdoor,central,13.216887794032157,330.0,508.0,0
2020-08,日月潭環潭區,日月潭,641176,249.0,23.1,20.0,118.7,Outdoor,central,13.371060828830888,239.0,330.0,0
2020-09,日月潭環潭區,日月潭,238516,81.0,23.0,3.0,127.4,Outdoor,central,12.382195865596314,249.0,239.0,0
2020-11,日月潭環潭區,日月潭,283130,5.0,19.9,2.0,137.2,Outdoor,central,12.553664967047867,81.0,249.0,0
2020-12,日月潭環潭區,日月潭,195726,51.0,16.8,6.0,127.6,Outdoor,central,12.184476110142606,5.0,81.0,0
2021-01,日月潭環潭區,日月潭,132709,10.5,12.9,6.0,189.6,Outdoor,central,11.795921575431295,51.0,5.0,0
2021-02,日月潭環潭區,日月潭,566576,24.5,15.8,2.0,209.8,Outdoor,central,13.247368272543692,10.5,51.0,0
2021-03,日月潭環潭區,日月潭,473810,19.5,18.3,5.0,187.3,Outdoor,central,13.068563786984388,24.5,10.5,0
2021-04,日月潭環潭區,日月潭,223321,67.0,19.7,5.0,139.9,Outdoor,central,12.316369955142747,19.5,24.5,0
2021-05,日月潭環潭區,日月潭,65533,264.5,23.2,7.0,173.5,Outdoor,central,11.09032437091533,67.0,19.5,1
2021-06,日月潭環潭區,日月潭,0,491.0,22.1,25.0,70.3,Outdoor,central,0.0,264.5,67.0,1
2021-07,日月潭環潭區,日月潭,18615,301.0,23.1,16.0,134.6,Outdoor,central,9.831776704982127,491.0,264.5,1
2021-08,日月潭環潭區,日月潭,93487,644.0,22.4,21.0,122.9,Outdoor,central,11.445588364794219,301.0,491.0,1
2021-09,日月潭環潭區,日月潭,71826,215.5,23.0,14.0,154.4,Outdoor,central,11.182015728917522,644.0,301.0,0
2021-10,日月潭環潭區,日月潭,162146,37.5,21.4,3.0,151.0,Outdoor,central,11.996258610176707,215.5,644.0,0
2021-11,日月潭環潭區,日月潭,272386,40.0,18.1,9.0,115.3,Outdoor,central,12.514979128183281,37.5,215.5,0
2021-12,日月潭環潭區,日月潭,313599,26.0,15.5,5.0,180.9,Outdoor,central,12.65587356745839,40.0,37.5,0
2022-01,日月潭環潭區,日月潭,190230,46.0,14.9,11.0,140.7,Outdoor,central,12.155994402142777,26.0,40.0,0
2022-02,日月潭環潭區,日月潭,558367,132.0,14.5,13.0,116.8,Outdoor,central,13.232773522197956,46.0,26.0,0
2022-03,日月潭環潭區,日月潭,384485,126.0,18.2,9.0,167.8,Outdoor,central,12.859662656341666,132.0,46.0,0
2022-04,日月潭環潭區,日月潭,177944,102.5,19.2,7.0,139.1,Outdoor,central,12.089229792763314,126.0,132.0,0
2022-05,日月潭環潭區,日月潭,42308,483.0,20.3,21.0,52.5,Outdoor,central,10.65275510836035,102.5,126.0,1
2022-06,日月潭環潭區,日月潭,48188,468.0,22.1,24.0,104.8,Outdoor,central,10.782886058225875,483.0,102.5,1
2022-07,日月潭環潭區,日月潭,340158,172.5,23.5,14.0,147.1,Outdoor,central,12.73716843433836,468.0,483.0,0
2022-08,日月潭環潭區,日月潭,553141,187.5,23.1,17.0,139.5,Outdoor,central,13.223370028735314,172.5,468.0,0
2022-09,日月潭環潭區,日月潭,224567,156.5,22.0,8.0,134.5,Outdoor,central,12.321933835623858,187.5,172.5,0
2022-10,日月潭環潭區,日月潭,303441,25.5,21.0,4.0,115.2,Outdoor,central,12.622945767429908,156.5,187.5,0
2022-11,日月潭環潭區,日月潭,311114,15.0,20.7,4.0,187.5,Outdoor,central,12.647917897731089,25.5,156.5,0
2022-12,日月潭環潭區,日月潭,218944,15.0,15.2,2.0,165.1,Outdoor,central,12.296575835704806,15.0,25.5,0
2023-01,日月潭環潭區,日月潭,353344,14.0,15.0,2.0,187.0,Outdoor,central,12.775200195742954,15.0,15.0,0
2023-02,日月潭環潭區,日月潭,550134,11.0,16.2,2.0,166.4,Outdoor,central,13.21791898163507,14.0,15.0,0
2023-03,日月潭環潭區,日月潭,377220,24.0,17.0,4.0,197.5,Outdoor,central,12.840586501574554,11.0,14.0,0
2023-04,日月潭環潭區,日月潭,282251,124.5,19.4,7.0,104.6,Outdoor,central,12.550555567903544,24.0,11.0,0
2023-05,日月潭環潭區,日月潭,157843,262.5,21.2,12.0,88.4,Outdoor,central,11.969362482493992,124.5,24.0,1
2023-06,日月潭環潭區,日月潭,200897,413.5,22.6,21.0,96.3,Outdoor,central,12.21055259555188,262.5,124.5,1
2023-07,日月潭環潭區,日月潭,214742,371.5,23.4,20.0,134.8,Outdoor,central,12.27719724327333,413.5,262.5,1
2023-08,日月潭環潭區,日月潭,197200,535.0,22.8,25.0,115.1,Outdoor,central,12.19197879213173,371.5,413.5,1
2023-09,日月潭環潭區,日月潭,240921,337.5,22.5,13.0,93.1,Outdoor,central,12.392228508634075,535.0,371.5,1
2023-10,日月潭環潭區,日月潭,203172,50.0,21.2,6.0,99.1,Outdoor,central,12.22181311184218,337.5,535.0,0
2023-11,日月潭環潭區,日月潭,290600,2.5,18.5,3.0,194.2,Outdoor,central,12.579706471268628,50.0,337.5,0
2023-12,日月潭環潭區,日月潭,259331,54.5,16.6,11.0,138.7,Outdoor,central,12.465864373091026,2.5,50.0,0
2024-01,日月潭環潭區,日月潭,149089,11.0,14.2,3.0,177.4,Outdoor,central,11.912305429422444,54.5,2.5,0
2024-02,日月潭環潭區,日月潭,561912,36.0,16.5,2.0,169.0,Outdoor,central,13.239102312621947,11.0,54.5,0
2024-03,日月潭環潭區,日月潭,301747,32.5,17.2,7.0,135.7,Outdoor,central,12.617347510934499,36.0,11.0,0
2024-04,日月潭環潭區,日月潭,214442,151.5,21.3,15.0,138.0,Outdoor,central,12.275799247770868,32.5,36.0,0
2024-05,日月潭環潭區,日月潭,171033,312.5,21.5,15.0,77.5,Outdoor,central,12.049617646130008,151.5,32.5,1
2024-06,日月潭環潭區,日月潭,148491,453.5,22.8,24.0,82.9,Outdoor,central,11.908286363719869,312.5,151.5,1
2024-07,日月潭環潭區,日月潭,179557,1155.5,23.5,21.0,140.0,Outdoor,central,12.098253554495678,453.5,312.5,1
2024-08,日月潭環潭區,日月潭,222012,301.0,23.1,22.0,136.2,Outdoor,central,12.31049121769849,1155.5,453.5,1
2024-09,日月潭環潭區,日月潭,150569,241.0,23.2,13.0,130.7,Outdoor,central,11.92218337131709,301.0,1155.5,0
2024-10,日月潭環潭區,日月潭,225875,94.0,22.3,10.0,117.0,Outdoor,central,12.327741455112179,241.0,301.0,0
2024-11,日月潭環潭區,日月潭,329384,43.5,19.6,5.0,130.9,Outdoor,central,12.7049825583482,94.0,241.0,0
2024-12,日月潭環潭區,日月潭,216309,50.0,15.2,3.0,146.7,Outdoor,central,12.284467842957547,43.5,94.0,0
2023-03,淡水漁人碼頭,新北,124653,35.5,18.8,7.0,139.0,Outdoor,north,11.73329717828842,46.5,52.0,0
2023-04,淡水漁人碼頭,新北,143669,118.0,21.6,10.0,102.4,Outdoor,north,11.875274282004765,35.5,46.5,0
2023-05,淡水漁人碼頭,新北,127785,278.0,24.8,12.0,124.6,Outdoor,north,11.758112268759067,118.0,35.5,1
2023-06,淡水漁人碼頭,新北,140142,361.5,27.5,16.0,133.6,Outdoor,north,11.850418608859659,278.0,118.0,1
2023-07,淡水漁人碼頭,新北,147329,233.5,28.9,13.0,214.2,Outdoor,north,11.9004302477014,361.5,278.0,0
2023-08,淡水漁人碼頭,新北,140804,372.5,28.3,17.0,185.7,Outdoor,north,11.855131233439202,233.5,361.5,1
2023-09,淡水漁人碼頭,新北,132238,284.0,27.5,11.0,201.5,Outdoor,north,11.792366170457845,372.5,233.5,1
2023-10,淡水漁人碼頭,新北,144154,202.5,24.2,15.0,78.8,Outdoor,north,11.878644388555877,284.0,372.5,0
2023-11,淡水漁人碼頭,新北,157103,70.5,21.2,8.0,139.7,Outdoor,north,11.964663285409072,202.5,284.0,0
2023-12,淡水漁人碼頭,新北,144458,135.0,17.9,13.0,81.5,Outdoor,north,11.880751009249437,70.5,202.5,0
2024-01,淡水漁人碼頭,新北,112521,87.5,15.6,11.0,96.2,Outdoor,north,11.630904037063672,135.0,70.5,0
2024-02,淡水漁人碼頭,新北,154535,73.0,17.1,6.0,106.8,Outdoor,north,11.948182357886129,87.5,135.0,0
2024-03,淡水漁人碼頭,新北,164174,103.5,18.4,12.0,98.4,Outdoor,north,12.008688211059173,73.0,87.5,0
2024-04,淡水漁人碼頭,新北,123612,236.5,23.9,17.0,80.2,Outdoor,north,11.724910996468438,103.5,73.0,0
2024-05,淡水漁人碼頭,新北,143043,205.0,24.4,14.0,106.9,Outdoor,north,11.870907554222166,236.5,103.5,0
2024-06,淡水漁人碼頭,新北,140049,613.0,27.2,20.0,113.8,Outdoor,north,11.849754780688254,205.0,236.5,1
2024-07,淡水漁人碼頭,新北,148513,507.0,28.7,15.0,216.3,Outdoor,north,11.908434508875455,613.0,205.0,1
2024-08,淡水漁人碼頭,新北,162907,432.0,28.2,15.0,193.8,Outdoor,north,12.000940903267649,507.0,613.0,1
2024-09,淡水漁人碼頭,新北,146277,564.0,27.9,17.0,177.0,Outdoor,north,11.89326419976077,432.0,507.0,1
2024-10,淡水漁人碼頭,新北,133797,559.5,25.1,19.0,95.0,Outdoor,north,11.804086478881437,564.0,432.0,1
2024-11,淡水漁人碼頭,新北,154906,111.5,21.3,17.0,42.5,Outdoor,north,11.950580215829351,559.5,564.0,0
2024-12,淡水漁人碼頭,新北,166788,55.0,16.6,12.0,43.8,Outdoor,north,12.024484819489961,111.5,559.5,0
2016-03,清境農場,日月潭,90128,275.0,15.3,16.0,104.4,Outdoor,central,11.408997256404026,42.0,326.5,1
2016-04,清境農場,日月潭,108013,239.0,20.3,13.0,144.2,Outdoor,central,11.590016127334792,275.0,42.0,0
2016-05,清境農場,日月潭,101907,160.0,21.9,22.0,119.8,Outdoor,central,11.531825724470709,239.0,275.0,0
2016-06,清境農場,日月潭,106721,443.0,22.8,23.0,126.9,Outdoor,central,11.577982601603532,160.0,239.0,1
2016-07,清境農場,日月潭,164937,205.5,23.4,15.0,166.7,Outdoor,central,12.013324924692393,443.0,160.0,0
2016-08,清境農場,日月潭,150717,179.3,23.1,16.0,125.1,Outdoor,central,11.923165820083081,205.5,443.0,0
2016-09,清境農場,日月潭,80004,258.0,22.1,16.0,92.9,Outdoor,central,11.289844411702974,179.3,205.5,1
2016-10,清境農場,日月潭,128858,75.6,22.2,9.0,145.4,Outdoor,central,11.766474062302441,258.0,179.3,0
2016-11,清境農場,日月潭,132279,68.0,18.9,7.0,136.8,Outdoor,central,11.79267616709573,75.6,258.0,0
2016-12,清境農場,日月潭,162872,21.5,17.1,1.0,169.4,Outdoor,central,12.00072603499642,68.0,75.6,0
2017-01,清境農場,日月潭,125366,4.0,15.9,4.0,176.7,Outdoor,central,11.739000714654106,21.5,68.0,0
2017-02,清境農場,日月潭,128840,14.0,14.6,5.0,114.6,Outdoor,central,11.766334364979746,4.0,21.5,0
2017-03,清境農場,日月潭,95182,57.5,16.6,10.0,113.5,Outdoor,central,11.46355663340511,14.0,4.0,0
2017-04,清境農場,日月潭,113130,255.5,18.6,13.0,112.3,Outdoor,central,11.63630171826976,57.5,14.0,1
2017-05,清境農場,日月潭,107708,347.5,21.1,19.0,99.9,Outdoor,central,11.587188425112691,255.5,57.5,1
2017-06,清境農場,日月潭,74206,1013.0,22.3,20.0,99.7,Outdoor,central,11.21461376432841,347.5,255.5,1
2017-07,清境農場,日月潭,150182,424.5,22.9,22.0,129.3,Outdoor,central,11.919609829483122,1013.0,347.5,1
2017-08,清境農場,日月潭,174269,183.5,23.5,8.0,151.4,Outdoor,central,12.068361099654688,424.5,1013.0,0
2017-09,清境農場,日月潭,102602,118.0,23.4,10.0,149.2,Outdoor,central,11.538622451057414,183.5,424.5,0
2017-10,清境農場,日月潭,153658,85.0,21.4,5.0,148.7,Outdoor,central,11.942491140525922,118.0,183.5,0
2017-11,清境農場,日月潭,138642,48.0,19.7,6.0,146.5,Outdoor,central,11.83965756293206,85.0,118.0,0
2017-12,清境農場,日月潭,160240,17.5,15.2,8.0,139.1,Outdoor,central,11.984434210959268,48.0,85.0,0
2018-01,清境農場,日月潭,80863,150.0,14.8,12.0,133.8,Outdoor,central,11.300524010187921,17.5,48.0,0
2018-02,清境農場,日月潭,116274,72.0,14.0,11.0,99.0,Outdoor,central,11.663713354092298,150.0,17.5,0
2018-03,清境農場,日月潭,99898,45.0,16.8,7.0,195.1,Outdoor,central,11.511914954576534,72.0,150.0,0
2018-04,清境農場,日月潭,112255,108.0,18.8,8.0,102.0,Outdoor,central,11.6285372562918,45.0,72.0,0
2018-05,清境農場,日月潭,78588,95.0,22.3,6.0,155.7,Outdoor,central,11.271987019514093,108.0,45.0,0
2018-06,清境農場,日月潭,95357,427.0,22.6,16.0,106.2,Outdoor,central,11.465393508924874,95.0,108.0,1
2018-07,清境農場,日月潭,129108,316.0,22.7,17.0,114.7,Outdoor,central,11.768412287805333,427.0,95.0,1
2018-08,清境農場,日月潭,128487,556.5,22.2,23.0,91.3,Outdoor,central,11.763590793742733,316.0,427.0,1
2018-09,清境農場,日月潭,81546,128.5,22.4,7.0,135.0,Outdoor,central,11.308934820125405,556.5,316.0,0
2018-10,清境農場,日月潭,117887,18.0,20.2,5.0,165.7,Outdoor,central,11.677490300174924,128.5,556.5,0
2018-11,清境農場,日月潭,115898,24.5,19.3,3.0,144.6,Outdoor,central,11.660474401162924,18.0,128.5,0
2018-12,清境農場,日月潭,148423,1.0,17.8,1.0,161.2,Outdoor,central,11.907828321706713,24.5,18.0,0
2019-01,清境農場,日月潭,96069,9.0,16.3,5.0,143.5,Outdoor,central,11.472832371403785,1.0,24.5,0
2019-02,清境農場,日月潭,140822,6.5,17.7,1.0,161.0,Outdoor,central,11.855259061638277,9.0,1.0,0
2019-03,清境農場,日月潭,103609,171.5,17.3,13.0,127.6,Outdoor,central,11.548389129245798,6.5,9.0,0
2019-04,清境農場,日月潭,102101,135.0,20.3,9.0,156.4,Outdoor,central,11.533727592599492,171.5,6.5,0
2019-05,清境農場,日月潭,69933,674.0,20.4,26.0,54.4,Outdoor,central,11.155307219119251,135.0,171.5,1
2019-06,清境農場,日月潭,95161,754.5,22.5,17.0,89.8,Outdoor,central,11.463335981430166,674.0,135.0,1
2019-07,清境農場,日月潭,133219,216.5,23.3,16.0,118.7,Outdoor,central,11.799757175967171,754.5,674.0,0
2019-08,清境農場,日月潭,101806,664.5,22.7,23.0,87.8,Outdoor,central,11.530834143013521,216.5,754.5,1
2019-09,清境農場,日月潭,83626,92.0,22.1,5.0,107.4,Outdoor,central,11.334121713437515,664.5,216.5,0
2019-10,清境農場,日月潭,118380,9.5,20.8,1.0,134.8,Outdoor,central,11.681663515581905,92.0,664.5,0
2019-11,清境農場,日月潭,123630,0.0,18.8,0.0,204.5,Outdoor,central,11.725056601619881,9.5,92.0,0
2019-12,清境農場,日月潭,128542,138.0,15.9,8.0,170.6,Outdoor,central,11.764018757691357,0.0,9.5,0
2020-01,清境農場,日月潭,103628,11.5,14.8,2.0,200.3,Outdoor,central,11.54857249241637,138.0,0.0,0
