date,attraction,city,tourists,type
2018_01,淡水漁人碼頭,新北市,192280,Outdoor
2018_01,新北市立黃金博物館,新北市,140035,Outdoor
2018_01,國立自然科學博物館,臺中市,215172,Indoor
2018_01,國立臺灣美術館(含美術園道商圈),臺中市,65915,Indoor
2018_01,臺中國家歌劇院,臺中市,0,Indoor
2018_01,日月潭環潭區,南投縣,184018,Outdoor
2018_01,清境農場,南投縣,80863,Outdoor
2018_01,溪頭自然教育園區,南投縣,96615,Outdoor
2018_01,蓮池潭,高雄市,323455,Outdoor
2018_01,國立科學工藝博物館,高雄市,93363,Indoor
2018_01,高雄市立美術館,高雄市,35811,Indoor
2018_01,旗津風景區,高雄市,178457,Outdoor
2018_01,墾丁國家森林遊樂區,屏東縣,11270,Outdoor
2018_01,國立海洋生物博物館,屏東縣,40988,Indoor
2018_01,墾丁海水浴場,屏東縣,11251,Outdoor
2018_01,駁二藝術特區,高雄市,373537,Outdoor
2018_02,陽明山遊客中心,臺北市,52386,Indoor
2018_02,陽明公園,臺北市,247131,Outdoor
2018_02,擎天崗,臺北市,0,Outdoor
2018_02,國立故宮博物院,臺北市,408214,Indoor
2018_02,淡水漁人碼頭,新北市,248722,Outdoor
2018_02,新北市立黃金博物館,新北市,136401,Outdoor
2018_02,國立自然科學博物館,臺中市,249842,Indoor
2018_02,國立臺灣美術館(含美術園道商圈),臺中市,66291,Indoor
2018_02,臺中國家歌劇院,臺中市,0,Indoor
2018_02,日月潭環潭區,南投縣,471635,Outdoor
2018_02,清境農場,南投縣,116274,Outdoor
2018_02,溪頭自然教育園區,南投縣,69300,Outdoor
2018_02,蓮池潭,高雄市,392018,Outdoor
2018_02,國立科學工藝博物館,高雄市,119764,Indoor
2018_02,高雄市立美術館,高雄市,76394,Indoor
2018_02,旗津風景區,高雄市,233170,Outdoor
2018_02,墾丁國家森林遊樂區,屏東縣,16166,Outdoor
2018_02,國立海洋生物博物館,屏東縣,82165,Indoor
2018_02,墾丁海水浴場,屏東縣,19066,Outdoor
2018_02,駁二藝術特區,高雄市,672668,Outdoor
2018_03,陽明山遊客中心,臺北市,16896,Indoor
2018_03,陽明公園,臺北市,891890,Outdoor
2018_03,擎天崗,臺北市,0,Outdoor
2018_03,國立故宮博物院,臺北市,291705,Indoor
2018_03,淡水漁人碼頭,新北市,278544,Outdoor
2018_03,新北市立黃金博物館,新北市,150563,Outdoor
2018_03,國立自然科學博物館,臺中市,212573,Indoor
2018_03,國立臺灣美術館(含美術園道商圈),臺中市,86170,Indoor
2018_03,臺中國家歌劇院,臺中市,0,Indoor
2018_03,日月潭環潭區,南投縣,352612,Outdoor
2018_03,清境農場,南投縣,99898,Outdoor
2018_03,溪頭自然教育園區,南投縣,117298,Outdoor
2018_03,蓮池潭,高雄市,319106,Outdoor
2018_03,國立科學工藝博物館,高雄市,123971,Indoor
2018_03,高雄市立美術館,高雄市,82248,Indoor
2018_03,旗津風景區,高雄市,585701,Outdoor
2018_03,墾丁國家森林遊樂區,屏東縣,11983,Outdoor
2018_03,國立海洋生物博物館,屏東縣,50683,Indoor
2018_03,墾丁海水浴場,屏東縣,20491,Outdoor
2018_03,駁二藝術特區,高雄市,187123,Outdoor
2018_04,陽明山遊客中心,臺北市,15409,Indoor
2018_04,陽明公園,臺北市,26500,Outdoor
2018_04,擎天崗,臺北市,0,Outdoor
2018_04,國立故宮博物院,臺北市,270188,Indoor
2018_04,淡水漁人碼頭,新北市,243788,Outdoor
2018_04,新北市立黃金博物館,新北市,174527,Outdoor
2018_04,國立自然科學博物館,臺中市,275690,Indoor
2018_04,國立臺灣美術館(含美術園道商圈),臺中市,125937,Indoor
2018_04,臺中國家歌劇院,臺中市,0,Indoor
2018_04,日月潭環潭區,南投縣,286810,Outdoor
2018_04,清境農場,南投縣,112255,Outdoor
2018_04,溪頭自然教育園區,南投縣,149853,Outdoor
2018_04,蓮池潭,高雄市,369010,Outdoor
2018_04,國立科學工藝博物館,高雄市,141008,Indoor
2018_04,高雄市立美術館,高雄市,94669,Indoor
2018_04,旗津風景區,高雄市,322123,Outdoor
2018_04,墾丁國家森林遊樂區,屏東縣,15280,Outdoor
2018_04,國立海洋生物博物館,屏東縣,83679,Indoor
2018_04,墾丁海水浴場,屏東縣,19289,Outdoor
2018_04,駁二藝術特區,高雄市,303626,Outdoor
2018_05,陽明山遊客中心,臺北市,17161,Indoor
2018_05,陽明公園,臺北市,23500,Outdoor
2018_05,擎天崗,臺北市,0,Outdoor
2018_05,國立故宮博物院,臺北市,259052,Indoor
2018_05,淡水漁人碼頭,新北市,247178,Outdoor
2018_05,新北市立黃金博物館,新北市,152984,Outdoor
2018_05,國立自然科學博物館,臺中市,214889,Indoor
2018_05,國立臺灣美術館(含美術園道商圈),臺中市,121692,Indoor
2018_05,臺中國家歌劇院,臺中市,0,Indoor
2018_05,日月潭環潭區,南投縣,268972,Outdoor
2018_05,清境農場,南投縣,78588,Outdoor
2018_05,溪頭自然教育園區,南投縣,178079,Outdoor
2018_05,蓮池潭,高雄市,338748,Outdoor
2018_05,國立科學工藝博物館,高雄市,129980,Indoor
2018_05,高雄市立美術館,高雄市,63561,Indoor
2018_05,旗津風景區,高雄市,326023,Outdoor
2018_05,墾丁國家森林遊樂區,屏東縣,9340,Outdoor
2018_05,國立海洋生物博物館,屏東縣,66842,Indoor
2018_05,墾丁海水浴場,屏東縣,19997,Outdoor
2018_05,駁二藝術特區,高雄市,225870,Outdoor
2018_06,陽明山遊客中心,臺北市,52793,Indoor
2018_06,陽明公園,臺北市,24400,Outdoor
2018_06,擎天崗,臺北市,0,Outdoor
2018_06,國立故宮博物院,臺北市,248363,Indoor
2018_06,淡水漁人碼頭,新北市,258165,Outdoor
2018_06,新北市立黃金博物館,新北市,139837,Outdoor
2018_06,國立自然科學博物館,臺中市,226276,Indoor
2018_06,國立臺灣美術館(含美術園道商圈),臺中市,105139,Indoor
2018_06,臺中國家歌劇院,臺中市,0,Indoor
2018_06,日月潭環潭區,南投縣,182830,Outdoor
2018_06,清境農場,南投縣,95357,Outdoor
2018_06,溪頭自然教育園區,南投縣,159213,Outdoor
2018_06,蓮池潭,高雄市,336816,Outdoor
2018_06,國立科學工藝博物館,高雄市,153221,Indoor
2018_06,高雄市立美術館,高雄市,55172,Indoor
2018_06,旗津風景區,高雄市,325440,Outdoor
2018_06,墾丁國家森林遊樂區,屏東縣,6498,Outdoor
2018_06,國立海洋生物博物館,屏東縣,72504,Indoor
2018_06,墾丁海水浴場,屏東縣,21338,Outdoor
2018_06,駁二藝術特區,高雄市,112186,Outdoor
2018_07,陽明山遊客中心,臺北市,15355,Indoor
2018_07,陽明公園,臺北市,15700,Outdoor
2018_07,擎天崗,臺北市,0,Outdoor
2018_07,國立故宮博物院,臺北市,286991,Indoor
2018_07,淡水漁人碼頭,新北市,293684,Outdoor
2018_07,新北市立黃金博物館,新北市,168806,Outdoor
2018_07,國立自然科學博物館,臺中市,356734,Indoor
2018_07,國立臺灣美術館(含美術園道商圈),臺中市,125095,Indoor
2018_07,臺中國家歌劇院,臺中市,0,Indoor
2018_07,日月潭環潭區,南投縣,242121,Outdoor
2018_07,清境農場,南投縣,129108,Outdoor
2018_07,溪頭自然教育園區,南投縣,195008,Outdoor
2018_07,蓮池潭,高雄市,333397,Outdoor
2018_07,國立科學工藝博物館,高雄市,211819,Indoor
2018_07,高雄市立美術館,高雄市,84397,Indoor
2018_07,旗津風景區,高雄市,680096,Outdoor
2018_07,墾丁國家森林遊樂區,屏東縣,10056,Outdoor
2018_07,國立海洋生物博物館,屏東縣,115817,Indoor
2018_07,墾丁海水浴場,屏東縣,20669,Outdoor
2018_07,駁二藝術特區,高雄市,375198,Outdoor
2018_08,陽明山遊客中心,臺北市,15512,Indoor
2018_08,陽明公園,臺北市,16060,Outdoor
2018_08,擎天崗,臺北市,0,Outdoor
2018_08,國立故宮博物院,臺北市,338580,Indoor
2018_08,淡水漁人碼頭,新北市,260116,Outdoor
2018_08,新北市立黃金博物館,新北市,181128,Outdoor
2018_08,國立自然科學博物館,臺中市,342361,Indoor
2018_08,國立臺灣美術館(含美術園道商圈),臺中市,109731,Indoor
2018_08,臺中國家歌劇院,臺中市,0,Indoor
2018_08,日月潭環潭區,南投縣,252090,Outdoor
2018_08,清境農場,南投縣,128487,Outdoor
2018_08,溪頭自然教育園區,南投縣,162079,Outdoor
2018_08,蓮池潭,高雄市,290502,Outdoor
2018_08,國立科學工藝博物館,高雄市,200400,Indoor
2018_08,高雄市立美術館,高雄市,70196,Indoor
2018_08,旗津風景區,高雄市,622010,Outdoor
2018_08,墾丁國家森林遊樂區,屏東縣,6165,Outdoor
2018_08,國立海洋生物博物館,屏東縣,116285,Indoor
2018_08,墾丁海水浴場,屏東縣,22307,Outdoor
2018_08,駁二藝術特區,高雄市,320113,Outdoor
2018_09,陽明山遊客中心,臺北市,13055,Indoor
2018_09,陽明公園,臺北市,14010,Outdoor
2018_09,擎天崗,臺北市,0,Outdoor
2018_09,國立故宮博物院,臺北市,268250,Indoor
2018_09,淡水漁人碼頭,新北市,248211,Outdoor
2018_09,新北市立黃金博物館,新北市,152023,Outdoor
2018_09,國立自然科學博物館,臺中市,243712,Indoor
2018_09,國立臺灣美術館(含美術園道商圈),臺中市,90392,Indoor
2018_09,臺中國家歌劇院,臺中市,0,Indoor
2018_09,日月潭環潭區,南投縣,258770,Outdoor
2018_09,清境農場,南投縣,81546,Outdoor
2018_09,溪頭自然教育園區,南投縣,165020,Outdoor
2018_09,蓮池潭,高雄市,335065,Outdoor
2018_09,國立科學工藝博物館,高雄市,127078,Indoor
2018_09,高雄市立美術館,高雄市,75701,Indoor
2018_09,旗津風景區,高雄市,588647,Outdoor
2018_09,墾丁國家森林遊樂區,屏東縣,8593,Outdoor
2018_09,國立海洋生物博物館,屏東縣,67488,Indoor
2018_09,墾丁海水浴場,屏東縣,19332,Outdoor
2018_09,駁二藝術特區,高雄市,191281,Outdoor
2018_10,陽明山遊客中心,臺北市,16738,Indoor
2018_10,陽明公園,臺北市,7630,Outdoor
2018_10,擎天崗,臺北市,0,Outdoor
2018_10,國立故宮博物院,臺北市,343294,Indoor
2018_10,淡水漁人碼頭,新北市,289291,Outdoor
2018_10,新北市立黃金博物館,新北市,171937,Outdoor
2018_10,國立自然科學博物館,臺中市,210870,Indoor
2018_10,國立臺灣美術館(含美術園道商圈),臺中市,104855,Indoor
2018_10,臺中國家歌劇院,臺中市,0,Indoor
2018_10,日月潭環潭區,南投縣,286201,Outdoor
2018_10,清境農場,南投縣,117887,Outdoor
2018_10,溪頭自然教育園區,南投縣,156055,Outdoor
2018_10,蓮池潭,高雄市,1800863,Outdoor
2018_10,國立科學工藝博物館,高雄市,312240,Indoor
2018_10,高雄市立美術館,高雄市,88630,Indoor
2018_10,旗津風景區,高雄市,636613,Outdoor
2018_10,墾丁國家森林遊樂區,屏東縣,10704,Outdoor
2018_10,國立海洋生物博物館,屏東縣,66921,Indoor
2018_10,墾丁海水浴場,屏東縣,22633,Outdoor
2018_10,駁二藝術特區,高雄市,381002,Outdoor
2018_11,陽明山遊客中心,臺北市,18460,Indoor
2018_11,陽明公園,臺北市,9940,Outdoor
2018_11,擎天崗,臺北市,0,Outdoor
2018_11,國立故宮博物院,臺北市,351268,Indoor
2018_11,淡水漁人碼頭,新北市,288701,Outdoor
2018_11,新北市立黃金博物館,新北市,162292,Outdoor
2018_11,國立自然科學博物館,臺中市,214186,Indoor
2018_11,國立臺灣美術館(含美術園道商圈),臺中市,98687,Indoor
2018_11,臺中國家歌劇院,臺中市,0,Indoor
2018_11,日月潭環潭區,南投縣,286733,Outdoor
2018_11,清境農場,南投縣,115898,Outdoor
2018_11,溪頭自然教育園區,南投縣,142045,Outdoor
2018_11,蓮池潭,高雄市,398120,Outdoor
2018_11,國立科學工藝博物館,高雄市,158557,Indoor
2018_11,高雄市立美術館,高雄市,37310,Indoor
2018_11,旗津風景區,高雄市,610532,Outdoor
2018_11,墾丁國家森林遊樂區,屏東縣,10799,Outdoor
2018_11,國立海洋生物博物館,屏東縣,50670,Indoor
2018_11,墾丁海水浴場,屏東縣,19299,Outdoor
2018_11,駁二藝術特區,高雄市,420060,Outdoor
2018_12,陽明山遊客中心,臺北市,20950,Indoor
2018_12,陽明公園,臺北市,9480,Outdoor
2018_12,擎天崗,臺北市,0,Outdoor
2018_12,國立故宮博物院,臺北市,373280,Indoor
2018_12,淡水漁人碼頭,新北市,279908,Outdoor
2018_12,新北市立黃金博物館,新北市,156965,Outdoor
2018_12,國立自然科學博物館,臺中市,201552,Indoor
2018_12,國立臺灣美術館(含美術園道商圈),臺中市,97124,Indoor
2018_12,臺中國家歌劇院,臺中市,0,Indoor
2018_12,日月潭環潭區,南投縣,288320,Outdoor
2018_12,清境農場,南投縣,148423,Outdoor
2018_12,溪頭自然教育園區,南投縣,132915,Outdoor
2018_12,蓮池潭,高雄市,391652,Outdoor
2018_12,國立科學工藝博物館,高雄市,157629,Indoor
2018_12,高雄市立美術館,高雄市,40661,Indoor
2018_12,旗津風景區,高雄市,751744,Outdoor
2018_12,墾丁國家森林遊樂區,屏東縣,19022,Outdoor
2018_12,國立海洋生物博物館,屏東縣,64738,Indoor
2018_12,墾丁海水浴場,屏東縣,20022,Outdoor
2018_12,駁二藝術特區,高雄市,518000,Outdoor
2019_01,陽明山遊客中心,臺北市,16358,Indoor
2019_01,陽明公園,臺北市,10340,Outdoor
2019_01,擎天崗,臺北市,35287,Outdoor
2019_01,國立故宮博物院,臺北市,370990,Indoor
2019_01,淡水漁人碼頭,新北市,248687,Outdoor
2019_01,新北市立黃金博物館,新北市,151621,Outdoor
2019_01,國立自然科學博物館,臺中市,194702,Indoor
2019_01,國立臺灣美術館(含美術園道商圈),臺中市,74603,Indoor
2019_01,臺中國家歌劇院,臺中市,127161,Indoor
2019_01,日月潭環潭區,南投縣,240123,Outdoor
2019_01,清境農場,南投縣,96069,Outdoor
2019_01,溪頭自然教育園區,南投縣,98746,Outdoor
2019_01,蓮池潭,高雄市,380722,Outdoor
2019_01,國立科學工藝博物館,高雄市,120874,Indoor
2019_01,高雄市立美術館,高雄市,50328,Indoor
2019_01,旗津風景區,高雄市,696788,Outdoor
2019_01,墾丁國家森林遊樂區,屏東縣,14279,Outdoor
2019_01,國立海洋生物博物館,屏東縣,49621,Indoor
2019_01,墾丁海水浴場,屏東縣,18752,Outdoor
2019_01,駁二藝術特區,高雄市,385000,Outdoor
2019_02,陽明山遊客中心,臺北市,34154,Indoor
2019_02,陽明公園,臺北市,362770,Outdoor
2019_02,擎天崗,臺北市,37730,Outdoor
2019_02,國立故宮博物院,臺北市,407593,Indoor
2019_02,淡水漁人碼頭,新北市,248687,Outdoor
2019_02,新北市立黃金博物館,新北市,144291,Outdoor
2019_02,國立自然科學博物館,臺中市,200349,Indoor
2019_02,國立臺灣美術館(含美術園道商圈),臺中市,60934,Indoor
2019_02,臺中國家歌劇院,臺中市,75257,Indoor
2019_02,日月潭環潭區,南投縣,631903,Outdoor
2019_02,清境農場,南投縣,140822,Outdoor
2019_02,溪頭自然教育園區,南投縣,101280,Outdoor
2019_02,蓮池潭,高雄市,506988,Outdoor
2019_02,國立科學工藝博物館,高雄市,134576,Indoor
2019_02,高雄市立美術館,高雄市,66188,Indoor
2019_02,旗津風景區,高雄市,765423,Outdoor
2019_02,墾丁國家森林遊樂區,屏東縣,17180,Outdoor
2019_02,國立海洋生物博物館,屏東縣,100774,Indoor
2019_02,墾丁海水浴場,屏東縣,20775,Outdoor
2019_02,駁二藝術特區,高雄市,901916,Outdoor
2019_03,陽明山遊客中心,臺北市,19223,Indoor
2019_03,陽明公園,臺北市,616450,Outdoor
2019_03,擎天崗,臺北市,34293,Outdoor
2019_03,國立故宮博物院,臺北市,366684,Indoor
2019_03,淡水漁人碼頭,新北市,298332,Outdoor
2019_03,新北市立黃金博物館,新北市,160572,Outdoor
2019_03,國立自然科學博物館,臺中市,225758,Indoor
2019_03,國立臺灣美術館(含美術園道商圈),臺中市,54279,Indoor
2019_03,臺中國家歌劇院,臺中市,114724,Indoor
2019_03,日月潭環潭區,南投縣,563969,Outdoor
2019_03,清境農場,南投縣,103609,Outdoor
2019_03,溪頭自然教育園區,南投縣,123878,Outdoor
2019_03,蓮池潭,高雄市,417607,Outdoor
2019_03,國立科學工藝博物館,高雄市,136778,Indoor
2019_03,高雄市立美術館,高雄市,70559,Indoor
2019_03,旗津風景區,高雄市,593836,Outdoor
2019_03,墾丁國家森林遊樂區,屏東縣,12754,Outdoor
2019_03,國立海洋生物博物館,屏東縣,61294,Indoor
2019_03,墾丁海水浴場,屏東縣,21859,Outdoor
2019_03,駁二藝術特區,高雄市,259860,Outdoor
2019_04,陽明山遊客中心,臺北市,22918,Indoor
2019_04,陽明公園,臺北市,35100,Outdoor
2019_04,擎天崗,臺北市,47182,Outdoor
2019_04,國立故宮博物院,臺北市,340563,Indoor
2019_04,淡水漁人碼頭,新北市,301004,Outdoor
2019_04,新北市立黃金博物館,新北市,181059,Outdoor
2019_04,國立自然科學博物館,臺中市,225755,Indoor
2019_04,國立臺灣美術館(含美術園道商圈),臺中市,61706,Indoor
2019_04,臺中國家歌劇院,臺中市,122280,Indoor
2019_04,日月潭環潭區,南投縣,464819,Outdoor
2019_04,清境農場,南投縣,102101,Outdoor
2019_04,溪頭自然教育園區,南投縣,135712,Outdoor
2019_04,蓮池潭,高雄市,390800,Outdoor
2019_04,國立科學工藝博物館,高雄市,173677,Indoor
2019_04,高雄市立美術館,高雄市,40898,Indoor
2019_04,旗津風景區,高雄市,478102,Outdoor
2019_04,墾丁國家森林遊樂區,屏東縣,14653,Outdoor
2019_04,國立海洋生物博物館,屏東縣,74109,Indoor
2019_04,墾丁海水浴場,屏東縣,20194,Outdoor
2019_04,駁二藝術特區,高雄市,355917,Outdoor
2019_05,陽明山遊客中心,臺北市,18408,Indoor
2019_05,陽明公園,臺北市,28300,Outdoor
2019_05,擎天崗,臺北市,40755,Outdoor
2019_05,國立故宮博物院,臺北市,352990,Indoor
2019_05,淡水漁人碼頭,新北市,291418,Outdoor
2019_05,新北市立黃金博物館,新北市,150449,Outdoor
2019_05,國立自然科學博物館,臺中市,196237,Indoor
2019_05,國立臺灣美術館(含美術園道商圈),臺中市,62876,Indoor
2019_05,臺中國家歌劇院,臺中市,127119,Indoor
2019_05,日月潭環潭區,南投縣,359117,Outdoor
2019_05,清境農場,南投縣,69933,Outdoor
2019_05,溪頭自然教育園區,南投縣,121009,Outdoor
2019_05,蓮池潭,高雄市,367235,Outdoor
2019_05,國立科學工藝博物館,高雄市,151420,Indoor
2019_05,高雄市立美術館,高雄市,48556,Indoor
2019_05,旗津風景區,高雄市,394415,Outdoor
2019_05,墾丁國家森林遊樂區,屏東縣,10385,Outdoor
2019_05,國立海洋生物博物館,屏東縣,66768,Indoor
2019_05,墾丁海水浴場,屏東縣,20637,Outdoor
2019_05,駁二藝術特區,高雄市,273743,Outdoor
2019_06,陽明山遊客中心,臺北市,20368,Indoor
2019_06,陽明公園,臺北市,26400,Outdoor
2019_06,擎天崗,臺北市,50246,Outdoor
2019_06,國立故宮博物院,臺北市,292033,Indoor
2019_06,淡水漁人碼頭,新北市,283490,Outdoor
2019_06,新北市立黃金博物館,新北市,156185,Outdoor
2019_06,國立自然科學博物館,臺中市,230037,Indoor
2019_06,國立臺灣美術館(含美術園道商圈),臺中市,66370,Indoor
2019_06,臺中國家歌劇院,臺中市,145859,Indoor
2019_06,日月潭環潭區,南投縣,281654,Outdoor
2019_06,清境農場,南投縣,95161,Outdoor
2019_06,溪頭自然教育園區,南投縣,151264,Outdoor
2019_06,蓮池潭,高雄市,368544,Outdoor
2019_06,國立科學工藝博物館,高雄市,198510,Indoor
2019_06,高雄市立美術館,高雄市,44852,Indoor
2019_06,旗津風景區,高雄市,400651,Outdoor
2019_06,墾丁國家森林遊樂區,屏東縣,8477,Outdoor
2019_06,國立海洋生物博物館,屏東縣,91292,Indoor
2019_06,墾丁海水浴場,屏東縣,23703,Outdoor
2019_06,駁二藝術特區,高雄市,178673,Outdoor
2019_07,陽明山遊客中心,臺北市,20841,Indoor
2019_07,陽明公園,臺北市,14400,Outdoor
2019_07,擎天崗,臺北市,52741,Outdoor
2019_07,國立故宮博物院,臺北市,338031,Indoor
2019_07,淡水漁人碼頭,新北市,289828,Outdoor
2019_07,新北市立黃金博物館,新北市,174034,Outdoor
2019_07,國立自然科學博物館,臺中市,350911,Indoor
2019_07,國立臺灣美術館(含美術園道商圈),臺中市,70711,Indoor
2019_07,臺中國家歌劇院,臺中市,132434,Indoor
2019_07,日月潭環潭區,南投縣,402630,Outdoor
2019_07,清境農場,南投縣,133219,Outdoor
2019_07,溪頭自然教育園區,南投縣,202561,Outdoor
2019_07,蓮池潭,高雄市,370403,Outdoor
2019_07,國立科學工藝博物館,高雄市,206476,Indoor
2019_07,高雄市立美術館,高雄市,49599,Indoor
2019_07,旗津風景區,高雄市,860933,Outdoor
2019_07,墾丁國家森林遊樂區,屏東縣,9898,Outdoor
2019_07,國立海洋生物博物館,屏東縣,139987,Indoor
2019_07,墾丁海水浴場,屏東縣,22079,Outdoor
2019_07,駁二藝術特區,高雄市,418103,Outdoor
2019_08,陽明山遊客中心,臺北市,21888,Indoor
2019_08,陽明公園,臺北市,13300,Outdoor
2019_08,擎天崗,臺北市,43875,Outdoor
2019_08,國立故宮博物院,臺北市,354840,Indoor
2019_08,淡水漁人碼頭,新北市,309571,Outdoor
2019_08,新北市立黃金博物館,新北市,188849,Outdoor
2019_08,國立自然科學博物館,臺中市,312565,Indoor
2019_08,國立臺灣美術館(含美術園道商圈),臺中市,66180,Indoor
2019_08,臺中國家歌劇院,臺中市,144835,Indoor
2019_08,日月潭環潭區,南投縣,356557,Outdoor
2019_08,清境農場,南投縣,101806,Outdoor
2019_08,溪頭自然教育園區,南投縣,139557,Outdoor
2019_08,蓮池潭,高雄市,370651,Outdoor
2019_08,國立科學工藝博物館,高雄市,246879,Indoor
2019_08,高雄市立美術館,高雄市,55336,Indoor
2019_08,旗津風景區,高雄市,354040,Outdoor
2019_08,墾丁國家森林遊樂區,屏東縣,7027,Outdoor
2019_08,國立海洋生物博物館,屏東縣,123268,Indoor
2019_08,墾丁海水浴場,屏東縣,22052,Outdoor
2019_08,駁二藝術特區,高雄市,402944,Outdoor
2019_09,陽明山遊客中心,臺北市,13500,Indoor
2019_09,陽明公園,臺北市,13500,Outdoor
2019_09,擎天崗,臺北市,51621,Outdoor
2019_09,國立故宮博物院,臺北市,191623,Indoor
2019_09,淡水漁人碼頭,新北市,262282,Outdoor
2019_09,新北市立黃金博物館,新北市,140415,Outdoor
2019_09,國立自然科學博物館,臺中市,183641,Indoor
2019_09,國立臺灣美術館(含美術園道商圈),臺中市,49595,Indoor
2019_09,臺中國家歌劇院,臺中市,98128,Indoor
2019_09,日月潭環潭區,南投縣,315466,Outdoor
2019_09,清境農場,南投縣,83626,Outdoor
2019_09,溪頭自然教育園區,南投縣,195241,Outdoor
2019_09,蓮池潭,高雄市,370752,Outdoor
2019_09,國立科學工藝博物館,高雄市,139872,Indoor
2019_09,高雄市立美術館,高雄市,37113,Indoor
2019_09,旗津風景區,高雄市,383953,Outdoor
2019_09,墾丁國家森林遊樂區,屏東縣,9678,Outdoor
2019_09,國立海洋生物博物館,屏東縣,84178,Indoor
2019_09,墾丁海水浴場,屏東縣,20674,Outdoor
2019_09,駁二藝術特區,高雄市,195000,Outdoor
2019_10,陽明山遊客中心,臺北市,17686,Indoor
2019_10,陽明公園,臺北市,9800,Outdoor
2019_10,擎天崗,臺北市,80294,Outdoor
2019_10,國立故宮博物院,臺北市,266119,Indoor
2019_10,淡水漁人碼頭,新北市,302831,Outdoor
2019_10,新北市立黃金博物館,新北市,193432,Outdoor
2019_10,國立自然科學博物館,臺中市,199133,Indoor
2019_10,國立臺灣美術館(含美術園道商圈),臺中市,61345,Indoor
2019_10,臺中國家歌劇院,臺中市,130711,Indoor
2019_10,日月潭環潭區,南投縣,368067,Outdoor
2019_10,清境農場,南投縣,118380,Outdoor
2019_10,溪頭自然教育園區,南投縣,185369,Outdoor
2019_10,蓮池潭,高雄市,1096208,Outdoor
2019_10,國立科學工藝博物館,高雄市,290484,Indoor
2019_10,高雄市立美術館,高雄市,43001,Indoor
2019_10,旗津風景區,高雄市,418384,Outdoor
2019_10,墾丁國家森林遊樂區,屏東縣,15195,Outdoor
2019_10,國立海洋生物博物館,屏東縣,106290,Indoor
2019_10,墾丁海水浴場,屏東縣,21946,Outdoor
2019_10,駁二藝術特區,高雄市,381651,Outdoor
2019_11,陽明山遊客中心,臺北市,16880,Indoor
2019_11,陽明公園,臺北市,9400,Outdoor
2019_11,擎天崗,臺北市,78972,Outdoor
2019_11,國立故宮博物院,臺北市,276443,Indoor
2019_11,淡水漁人碼頭,新北市,294193,Outdoor
2019_11,新北市立黃金博物館,新北市,167976,Outdoor
2019_11,國立自然科學博物館,臺中市,162462,Indoor
2019_11,國立臺灣美術館(含美術園道商圈),臺中市,57814,Indoor
2019_11,臺中國家歌劇院,臺中市,127593,Indoor
2019_11,日月潭環潭區,南投縣,458879,Outdoor
2019_11,清境農場,南投縣,123630,Outdoor
2019_11,溪頭自然教育園區,南投縣,161793,Outdoor
2019_11,蓮池潭,高雄市,368227,Outdoor
2019_11,國立科學工藝博物館,高雄市,131846,Indoor
2019_11,高雄市立美術館,高雄市,44508,Indoor
2019_11,旗津風景區,高雄市,611582,Outdoor
2019_11,墾丁國家森林遊樂區,屏東縣,14264,Outdoor
2019_11,國立海洋生物博物館,屏東縣,65954,Indoor
2019_11,墾丁海水浴場,屏東縣,19391,Outdoor
2019_11,駁二藝術特區,高雄市,219847,Outdoor
2019_12,陽明山遊客中心,臺北市,15873,Indoor
2019_12,陽明公園,臺北市,9300,Outdoor
2019_12,擎天崗,臺北市,56932,Outdoor
2019_12,國立故宮博物院,臺北市,274464,Indoor
2019_12,淡水漁人碼頭,新北市,295381,Outdoor
2019_12,新北市立黃金博物館,新北市,163568,Outdoor
2019_12,國立自然科學博物館,臺中市,168552,Indoor
2019_12,國立臺灣美術館(含美術園道商圈),臺中市,49700,Indoor
2019_12,臺中國家歌劇院,臺中市,121419,Indoor
2019_12,日月潭環潭區,南投縣,323656,Outdoor
2019_12,清境農場,南投縣,128542,Outdoor
2019_12,溪頭自然教育園區,南投縣,129593,Outdoor
2019_12,蓮池潭,高雄市,392163,Outdoor
2019_12,國立科學工藝博物館,高雄市,127599,Indoor
2019_12,高雄市立美術館,高雄市,55105,Indoor
2019_12,旗津風景區,高雄市,751872,Outdoor
2019_12,墾丁國家森林遊樂區,屏東縣,12427,Outdoor
2019_12,國立海洋生物博物館,屏東縣,58573,Indoor
2019_12,墾丁海水浴場,屏東縣,17573,Outdoor
2019_12,駁二藝術特區,高雄市,258800,Outdoor
2020_01,陽明山遊客中心,臺北市,18936,Indoor
2020_01,陽明公園,臺北市,63502,Outdoor
2020_01,擎天崗,臺北市,64208,Outdoor
2020_01,國立故宮博物院,臺北市,207677,Indoor
2020_01,淡水漁人碼頭,新北市,313945,Outdoor
2020_01,新北市立黃金博物館,新北市,154455,Outdoor
2020_01,國立自然科學博物館,臺中市,183464,Indoor
2020_01,國立臺灣美術館(含美術園道商圈),臺中市,66298,Indoor
2020_01,臺中國家歌劇院,臺中市,106129,Indoor
2020_01,日月潭環潭區,南投縣,279692,Outdoor
2020_01,清境農場,南投縣,103628,Outdoor
2020_01,溪頭自然教育園區,南投縣,92091,Outdoor
2020_01,蓮池潭,高雄市,502236,Outdoor
2020_01,國立科學工藝博物館,高雄市,134354,Indoor
2020_01,高雄市立美術館,高雄市,78291,Indoor
2020_01,旗津風景區,高雄市,447952,Outdoor
