date,attraction,city,tourists,type
2014_07,日月潭環潭區,南投縣,365223,Outdoor
2014_07,清境農場,南投縣,159441,Outdoor
2014_07,溪頭自然教育園區,南投縣,208466,Outdoor
2014_07,蓮池潭,高雄市,93760,Outdoor
2014_07,國立科學工藝博物館,高雄市,269211,Indoor
2014_07,高雄市立美術館,高雄市,89287,Indoor
2014_07,旗津風景區,高雄市,513881,Outdoor
2014_07,墾丁國家森林遊樂區,屏東縣,20030,Outdoor
2014_07,國立海洋生物博物館,屏東縣,197483,Indoor
2014_07,墾丁海水浴場,屏東縣,21526,Outdoor
2014_07,駁二藝術特區,高雄市,367302,Outdoor
2014_08,陽明山遊客中心,臺北市,36528,Indoor
2014_08,陽明公園,臺北市,41500,Outdoor
2014_08,擎天崗,臺北市,0,Outdoor
2014_08,國立故宮博物院,臺北市,453959,Indoor
2014_08,淡水漁人碼頭,新北市,270449,Outdoor
2014_08,新北市立黃金博物館,新北市,250846,Outdoor
2014_08,國立自然科學博物館,臺中市,373758,Indoor
2014_08,國立臺灣美術館(含美術園道商圈),臺中市,133314,Indoor
2014_08,臺中國家歌劇院,臺中市,0,Indoor
2014_08,日月潭環潭區,南投縣,375908,Outdoor
2014_08,清境農場,南投縣,173470,Outdoor
2014_08,溪頭自然教育園區,南投縣,194221,Outdoor
2014_08,蓮池潭,高雄市,95376,Outdoor
2014_08,國立科學工藝博物館,高雄市,199085,Indoor
2014_08,高雄市立美術館,高雄市,75915,Indoor
2014_08,旗津風景區,高雄市,426500,Outdoor
2014_08,墾丁國家森林遊樂區,屏東縣,16788,Outdoor
2014_08,國立海洋生物博物館,屏東縣,185797,Indoor
2014_08,墾丁海水浴場,屏東縣,26040,Outdoor
2014_08,駁二藝術特區,高雄市,367730,Outdoor
2014_09,陽明山遊客中心,臺北市,9787,Indoor
2014_09,陽明公園,臺北市,34200,Outdoor
2014_09,擎天崗,臺北市,0,Outdoor
2014_09,國立故宮博物院,臺北市,384277,Indoor
2014_09,淡水漁人碼頭,新北市,247555,Outdoor
2014_09,新北市立黃金博物館,新北市,177368,Outdoor
2014_09,國立自然科學博物館,臺中市,190580,Indoor
2014_09,國立臺灣美術館(含美術園道商圈),臺中市,100188,Indoor
2014_09,臺中國家歌劇院,臺中市,0,Indoor
2014_09,日月潭環潭區,南投縣,284708,Outdoor
2014_09,清境農場,南投縣,103672,Outdoor
2014_09,溪頭自然教育園區,南投縣,166739,Outdoor
2014_09,蓮池潭,高雄市,91752,Outdoor
2014_09,國立科學工藝博物館,高雄市,171391,Indoor
2014_09,高雄市立美術館,高雄市,47463,Indoor
2014_09,旗津風景區,高雄市,391594,Outdoor
2014_09,墾丁國家森林遊樂區,屏東縣,12346,Outdoor
2014_09,國立海洋生物博物館,屏東縣,114384,Indoor
2014_09,墾丁海水浴場,屏東縣,22678,Outdoor
2014_09,駁二藝術特區,高雄市,155421,Outdoor
2014_10,陽明山遊客中心,臺北市,8593,Indoor
2014_10,陽明公園,臺北市,33000,Outdoor
2014_10,擎天崗,臺北市,0,Outdoor
2014_10,國立故宮博物院,臺北市,458793,Indoor
2014_10,淡水漁人碼頭,新北市,254036,Outdoor
2014_10,新北市立黃金博物館,新北市,212851,Outdoor
2014_10,國立自然科學博物館,臺中市,249304,Indoor
2014_10,國立臺灣美術館(含美術園道商圈),臺中市,134498,Indoor
2014_10,臺中國家歌劇院,臺中市,0,Indoor
2014_10,日月潭環潭區,南投縣,396618,Outdoor
2014_10,清境農場,南投縣,149414,Outdoor
2014_10,溪頭自然教育園區,南投縣,161772,Outdoor
2014_10,蓮池潭,高雄市,94568,Outdoor
2014_10,國立科學工藝博物館,高雄市,197881,Indoor
2014_10,高雄市立美術館,高雄市,79492,Indoor
2014_10,旗津風景區,高雄市,483951,Outdoor
2014_10,墾丁國家森林遊樂區,屏東縣,20213,Outdoor
2014_10,國立海洋生物博物館,屏東縣,131524,Indoor
2014_10,墾丁海水浴場,屏東縣,17139,Outdoor
2014_10,駁二藝術特區,高雄市,293756,Outdoor
2014_11,陽明山遊客中心,臺北市,8530,Indoor
2014_11,陽明公園,臺北市,30500,Outdoor
2014_11,擎天崗,臺北市,0,Outdoor
2014_11,國立故宮博物院,臺北市,448495,Indoor
2014_11,淡水漁人碼頭,新北市,267760,Outdoor
2014_11,新北市立黃金博物館,新北市,206288,Outdoor
2014_11,國立自然科學博物館,臺中市,248439,Indoor
2014_11,國立臺灣美術館(含美術園道商圈),臺中市,123268,Indoor
2014_11,臺中國家歌劇院,臺中市,0,Indoor
2014_11,日月潭環潭區,南投縣,374063,Outdoor
2014_11,清境農場,南投縣,143363,Outdoor
2014_11,溪頭自然教育園區,南投縣,128547,Outdoor
2014_11,蓮池潭,高雄市,92560,Outdoor
2014_11,國立科學工藝博物館,高雄市,131640,Indoor
2014_11,高雄市立美術館,高雄市,82149,Indoor
2014_11,旗津風景區,高雄市,429911,Outdoor
2014_11,墾丁國家森林遊樂區,屏東縣,17715,Outdoor
2014_11,國立海洋生物博物館,屏東縣,80287,Indoor
2014_11,墾丁海水浴場,屏東縣,23943,Outdoor
2014_11,駁二藝術特區,高雄市,311249,Outdoor
2014_12,陽明山遊客中心,臺北市,6505,Indoor
2014_12,陽明公園,臺北市,29000,Outdoor
2014_12,擎天崗,臺北市,0,Outdoor
2014_12,國立故宮博物院,臺北市,462885,Indoor
2014_12,淡水漁人碼頭,新北市,261665,Outdoor
2014_12,新北市立黃金博物館,新北市,176163,Outdoor
2014_12,國立自然科學博物館,臺中市,207904,Indoor
2014_12,國立臺灣美術館(含美術園道商圈),臺中市,98622,Indoor
2014_12,臺中國家歌劇院,臺中市,0,Indoor
2014_12,日月潭環潭區,南投縣,344967,Outdoor
2014_12,清境農場,南投縣,130031,Outdoor
2014_12,溪頭自然教育園區,南投縣,108600,Outdoor
2014_12,蓮池潭,高雄市,92952,Outdoor
2014_12,國立科學工藝博物館,高雄市,147515,Indoor
2014_12,高雄市立美術館,高雄市,78353,Indoor
2014_12,旗津風景區,高雄市,380689,Outdoor
2014_12,墾丁國家森林遊樂區,屏東縣,15708,Outdoor
2014_12,國立海洋生物博物館,屏東縣,63300,Indoor
2014_12,墾丁海水浴場,屏東縣,27167,Outdoor
2014_12,駁二藝術特區,高雄市,272427,Outdoor
2015_01,陽明山遊客中心,臺北市,10773,Indoor
2015_01,陽明公園,臺北市,94000,Outdoor
2015_01,擎天崗,臺北市,0,Outdoor
2015_01,國立故宮博物院,臺北市,482236,Indoor
2015_01,淡水漁人碼頭,新北市,242116,Outdoor
2015_01,新北市立黃金博物館,新北市,194184,Outdoor
2015_01,國立自然科學博物館,臺中市,268247,Indoor
2015_01,國立臺灣美術館(含美術園道商圈),臺中市,140633,Indoor
2015_01,臺中國家歌劇院,臺中市,0,Indoor
2015_01,日月潭環潭區,南投縣,338277,Outdoor
2015_01,清境農場,南投縣,109724,Outdoor
2015_01,溪頭自然教育園區,南投縣,102385,Outdoor
2015_01,蓮池潭,高雄市,103788,Outdoor
2015_01,國立科學工藝博物館,高雄市,168347,Indoor
2015_01,高雄市立美術館,高雄市,80555,Indoor
2015_01,旗津風景區,高雄市,461937,Outdoor
2015_01,墾丁國家森林遊樂區,屏東縣,15053,Outdoor
2015_01,國立海洋生物博物館,屏東縣,65101,Indoor
2015_01,墾丁海水浴場,屏東縣,23188,Outdoor
2015_01,駁二藝術特區,高雄市,483225,Outdoor
2015_02,陽明山遊客中心,臺北市,12587,Indoor
2015_02,陽明公園,臺北市,922000,Outdoor
2015_02,擎天崗,臺北市,0,Outdoor
2015_02,國立故宮博物院,臺北市,533567,Indoor
2015_02,淡水漁人碼頭,新北市,265826,Outdoor
2015_02,新北市立黃金博物館,新北市,201927,Outdoor
2015_02,國立自然科學博物館,臺中市,292184,Indoor
2015_02,國立臺灣美術館(含美術園道商圈),臺中市,141008,Indoor
2015_02,臺中國家歌劇院,臺中市,0,Indoor
2015_02,日月潭環潭區,南投縣,762194,Outdoor
2015_02,清境農場,南投縣,151604,Outdoor
2015_02,溪頭自然教育園區,南投縣,97006,Outdoor
2015_02,蓮池潭,高雄市,236253,Outdoor
2015_02,國立科學工藝博物館,高雄市,199402,Indoor
2015_02,高雄市立美術館,高雄市,153677,Indoor
2015_02,旗津風景區,高雄市,554749,Outdoor
2015_02,墾丁國家森林遊樂區,屏東縣,24999,Outdoor
2015_02,國立海洋生物博物館,屏東縣,122150,Indoor
2015_02,墾丁海水浴場,屏東縣,23729,Outdoor
2015_02,駁二藝術特區,高雄市,467967,Outdoor
2015_03,陽明山遊客中心,臺北市,10360,Indoor
2015_03,陽明公園,臺北市,624200,Outdoor
2015_03,擎天崗,臺北市,0,Outdoor
2015_03,國立故宮博物院,臺北市,441972,Indoor
2015_03,淡水漁人碼頭,新北市,237810,Outdoor
2015_03,新北市立黃金博物館,新北市,147569,Outdoor
2015_03,國立自然科學博物館,臺中市,211371,Indoor
2015_03,國立臺灣美術館(含美術園道商圈),臺中市,82095,Indoor
2015_03,臺中國家歌劇院,臺中市,0,Indoor
2015_03,日月潭環潭區,南投縣,395314,Outdoor
2015_03,清境農場,南投縣,98448,Outdoor
2015_03,溪頭自然教育園區,南投縣,95283,Outdoor
2015_03,蓮池潭,高雄市,94568,Outdoor
2015_03,國立科學工藝博物館,高雄市,107563,Indoor
2015_03,高雄市立美術館,高雄市,130806,Indoor
2015_03,旗津風景區,高雄市,446263,Outdoor
2015_03,墾丁國家森林遊樂區,屏東縣,14007,Outdoor
2015_03,國立海洋生物博物館,屏東縣,64470,Indoor
2015_03,墾丁海水浴場,屏東縣,26063,Outdoor
2015_03,駁二藝術特區,高雄市,217402,Outdoor
2015_04,陽明山遊客中心,臺北市,9315,Indoor
2015_04,陽明公園,臺北市,76000,Outdoor
2015_04,擎天崗,臺北市,0,Outdoor
2015_04,國立故宮博物院,臺北市,406013,Indoor
2015_04,淡水漁人碼頭,新北市,255094,Outdoor
2015_04,新北市立黃金博物館,新北市,186403,Outdoor
2015_04,國立自然科學博物館,臺中市,261492,Indoor
2015_04,國立臺灣美術館(含美術園道商圈),臺中市,82477,Indoor
2015_04,臺中國家歌劇院,臺中市,0,Indoor
2015_04,日月潭環潭區,南投縣,427814,Outdoor
2015_04,清境農場,南投縣,107724,Outdoor
2015_04,溪頭自然教育園區,南投縣,138385,Outdoor
2015_04,蓮池潭,高雄市,92560,Outdoor
2015_04,國立科學工藝博物館,高雄市,214127,Indoor
2015_04,高雄市立美術館,高雄市,135771,Indoor
2015_04,旗津風景區,高雄市,456855,Outdoor
2015_04,墾丁國家森林遊樂區,屏東縣,16029,Outdoor
2015_04,國立海洋生物博物館,屏東縣,92070,Indoor
2015_04,墾丁海水浴場,屏東縣,21267,Outdoor
2015_04,駁二藝術特區,高雄市,251583,Outdoor
2015_05,陽明山遊客中心,臺北市,8395,Indoor
2015_05,陽明公園,臺北市,31000,Outdoor
2015_05,擎天崗,臺北市,0,Outdoor
2015_05,國立故宮博物院,臺北市,459271,Indoor
2015_05,淡水漁人碼頭,新北市,260757,Outdoor
2015_05,新北市立黃金博物館,新北市,176082,Outdoor
2015_05,國立自然科學博物館,臺中市,238294,Indoor
2015_05,國立臺灣美術館(含美術園道商圈),臺中市,84350,Indoor
2015_05,臺中國家歌劇院,臺中市,0,Indoor
2015_05,日月潭環潭區,南投縣,306140,Outdoor
2015_05,清境農場,南投縣,85218,Outdoor
2015_05,溪頭自然教育園區,南投縣,123127,Outdoor
2015_05,蓮池潭,高雄市,95376,Outdoor
2015_05,國立科學工藝博物館,高雄市,146396,Indoor
2015_05,高雄市立美術館,高雄市,120824,Indoor
2015_05,旗津風景區,高雄市,392256,Outdoor
2015_05,墾丁國家森林遊樂區,屏東縣,13272,Outdoor
2015_05,國立海洋生物博物館,屏東縣,104781,Indoor
2015_05,墾丁海水浴場,屏東縣,24063,Outdoor
2015_05,駁二藝術特區,高雄市,360327,Outdoor
2015_06,陽明山遊客中心,臺北市,11833,Indoor
2015_06,陽明公園,臺北市,21550,Outdoor
2015_06,擎天崗,臺北市,0,Outdoor
2015_06,國立故宮博物院,臺北市,365835,Indoor
2015_06,淡水漁人碼頭,新北市,231683,Outdoor
2015_06,新北市立黃金博物館,新北市,143388,Outdoor
2015_06,國立自然科學博物館,臺中市,236371,Indoor
2015_06,國立臺灣美術館(含美術園道商圈),臺中市,184752,Indoor
2015_06,臺中國家歌劇院,臺中市,0,Indoor
2015_06,日月潭環潭區,南投縣,252557,Outdoor
2015_06,清境農場,南投縣,116329,Outdoor
2015_06,溪頭自然教育園區,南投縣,167150,Outdoor
2015_06,蓮池潭,高雄市,91752,Outdoor
2015_06,國立科學工藝博物館,高雄市,131352,Indoor
2015_06,高雄市立美術館,高雄市,53704,Indoor
2015_06,旗津風景區,高雄市,413247,Outdoor
2015_06,墾丁國家森林遊樂區,屏東縣,11275,Outdoor
2015_06,國立海洋生物博物館,屏東縣,117175,Indoor
2015_06,墾丁海水浴場,屏東縣,24171,Outdoor
2015_06,駁二藝術特區,高雄市,113565,Outdoor
2015_07,陽明山遊客中心,臺北市,11518,Indoor
2015_07,陽明公園,臺北市,13090,Outdoor
2015_07,擎天崗,臺北市,0,Outdoor
2015_07,國立故宮博物院,臺北市,429725,Indoor
2015_07,淡水漁人碼頭,新北市,279398,Outdoor
2015_07,新北市立黃金博物館,新北市,171690,Outdoor
2015_07,國立自然科學博物館,臺中市,337469,Indoor
2015_07,國立臺灣美術館(含美術園道商圈),臺中市,249033,Indoor
2015_07,臺中國家歌劇院,臺中市,0,Indoor
2015_07,日月潭環潭區,南投縣,353017,Outdoor
2015_07,清境農場,南投縣,162459,Outdoor
2015_07,溪頭自然教育園區,南投縣,201895,Outdoor
2015_07,蓮池潭,高雄市,93760,Outdoor
2015_07,國立科學工藝博物館,高雄市,175847,Indoor
2015_07,高雄市立美術館,高雄市,79112,Indoor
2015_07,旗津風景區,高雄市,600514,Outdoor
2015_07,墾丁國家森林遊樂區,屏東縣,14872,Outdoor
2015_07,國立海洋生物博物館,屏東縣,195602,Indoor
2015_07,墾丁海水浴場,屏東縣,24703,Outdoor
2015_07,駁二藝術特區,高雄市,170436,Outdoor
2015_08,陽明山遊客中心,臺北市,7228,Indoor
2015_08,陽明公園,臺北市,5100,Outdoor
2015_08,擎天崗,臺北市,0,Outdoor
2015_08,國立故宮博物院,臺北市,465433,Indoor
2015_08,淡水漁人碼頭,新北市,281050,Outdoor
2015_08,新北市立黃金博物館,新北市,164400,Outdoor
2015_08,國立自然科學博物館,臺中市,312717,Indoor
2015_08,國立臺灣美術館(含美術園道商圈),臺中市,273298,Indoor
2015_08,臺中國家歌劇院,臺中市,0,Indoor
2015_08,日月潭環潭區,南投縣,386003,Outdoor
2015_08,清境農場,南投縣,135064,Outdoor
2015_08,溪頭自然教育園區,南投縣,142205,Outdoor
2015_08,蓮池潭,高雄市,95376,Outdoor
2015_08,國立科學工藝博物館,高雄市,205811,Indoor
2015_08,高雄市立美術館,高雄市,78332,Indoor
2015_08,旗津風景區,高雄市,407494,Outdoor
2015_08,墾丁國家森林遊樂區,屏東縣,12913,Outdoor
2015_08,國立海洋生物博物館,屏東縣,184780,Indoor
2015_08,墾丁海水浴場,屏東縣,24181,Outdoor
2015_08,駁二藝術特區,高雄市,220527,Outdoor
2015_09,陽明山遊客中心,臺北市,11310,Indoor
2015_09,陽明公園,臺北市,4390,Outdoor
2015_09,擎天崗,臺北市,0,Outdoor
2015_09,國立故宮博物院,臺北市,333224,Indoor
2015_09,淡水漁人碼頭,新北市,264080,Outdoor
2015_09,新北市立黃金博物館,新北市,161836,Outdoor
2015_09,國立自然科學博物館,臺中市,208166,Indoor
2015_09,國立臺灣美術館(含美術園道商圈),臺中市,59798,Indoor
2015_09,臺中國家歌劇院,臺中市,0,Indoor
2015_09,日月潭環潭區,南投縣,257653,Outdoor
2015_09,清境農場,南投縣,109251,Outdoor
2015_09,溪頭自然教育園區,南投縣,162128,Outdoor
2015_09,蓮池潭,高雄市,129888,Outdoor
2015_09,國立科學工藝博物館,高雄市,137074,Indoor
2015_09,高雄市立美術館,高雄市,54128,Indoor
2015_09,旗津風景區,高雄市,383852,Outdoor
2015_09,墾丁國家森林遊樂區,屏東縣,10569,Outdoor
2015_09,國立海洋生物博物館,屏東縣,109691,Indoor
2015_09,墾丁海水浴場,屏東縣,24532,Outdoor
2015_09,駁二藝術特區,高雄市,3030,Outdoor
2015_10,陽明山遊客中心,臺北市,10575,Indoor
2015_10,陽明公園,臺北市,8700,Outdoor
2015_10,擎天崗,臺北市,0,Outdoor
2015_10,國立故宮博物院,臺北市,486151,Indoor
2015_10,淡水漁人碼頭,新北市,274120,Outdoor
2015_10,新北市立黃金博物館,新北市,195360,Outdoor
2015_10,國立自然科學博物館,臺中市,242741,Indoor
2015_10,國立臺灣美術館(含美術園道商圈),臺中市,77969,Indoor
2015_10,臺中國家歌劇院,臺中市,0,Indoor
2015_10,日月潭環潭區,南投縣,385095,Outdoor
2015_10,清境農場,南投縣,148677,Outdoor
2015_10,溪頭自然教育園區,南投縣,161213,Outdoor
2015_10,蓮池潭,高雄市,1508672,Outdoor
2015_10,國立科學工藝博物館,高雄市,168810,Indoor
2015_10,高雄市立美術館,高雄市,63921,Indoor
2015_10,旗津風景區,高雄市,422915,Outdoor
2015_10,墾丁國家森林遊樂區,屏東縣,17749,Outdoor
2015_10,國立海洋生物博物館,屏東縣,117264,Indoor
2015_10,墾丁海水浴場,屏東縣,24228,Outdoor
2015_10,駁二藝術特區,高雄市,202028,Outdoor
2015_11,陽明山遊客中心,臺北市,11370,Indoor
2015_11,陽明公園,臺北市,13040,Outdoor
2015_11,擎天崗,臺北市,0,Outdoor
2015_11,國立故宮博物院,臺北市,455457,Indoor
2015_11,淡水漁人碼頭,新北市,277622,Outdoor
2015_11,新北市立黃金博物館,新北市,224981,Outdoor
2015_11,國立自然科學博物館,臺中市,243999,Indoor
2015_11,國立臺灣美術館(含美術園道商圈),臺中市,69413,Indoor
2015_11,臺中國家歌劇院,臺中市,0,Indoor
2015_11,日月潭環潭區,南投縣,359131,Outdoor
2015_11,清境農場,南投縣,154098,Outdoor
2015_11,溪頭自然教育園區,南投縣,163039,Outdoor
2015_11,蓮池潭,高雄市,283294,Outdoor
2015_11,國立科學工藝博物館,高雄市,145982,Indoor
2015_11,高雄市立美術館,高雄市,43233,Indoor
2015_11,旗津風景區,高雄市,395288,Outdoor
2015_11,墾丁國家森林遊樂區,屏東縣,16105,Outdoor
2015_11,國立海洋生物博物館,屏東縣,88723,Indoor
2015_11,墾丁海水浴場,屏東縣,25188,Outdoor
2015_11,駁二藝術特區,高雄市,297851,Outdoor
2015_12,陽明山遊客中心,臺北市,8977,Indoor
2015_12,陽明公園,臺北市,19350,Outdoor
2015_12,擎天崗,臺北市,0,Outdoor
2015_12,國立故宮博物院,臺北市,428983,Indoor
2015_12,淡水漁人碼頭,新北市,253951,Outdoor
2015_12,新北市立黃金博物館,新北市,178484,Outdoor
2015_12,國立自然科學博物館,臺中市,222069,Indoor
2015_12,國立臺灣美術館(含美術園道商圈),臺中市,64433,Indoor
2015_12,臺中國家歌劇院,臺中市,0,Indoor
2015_12,日月潭環潭區,南投縣,301978,Outdoor
2015_12,清境農場,南投縣,157697,Outdoor
2015_12,溪頭自然教育園區,南投縣,134553,Outdoor
2015_12,蓮池潭,高雄市,337009,Outdoor
2015_12,國立科學工藝博物館,高雄市,156868,Indoor
2015_12,高雄市立美術館,高雄市,44476,Indoor
2015_12,旗津風景區,高雄市,409717,Outdoor
2015_12,墾丁國家森林遊樂區,屏東縣,14071,Outdoor
2015_12,國立海洋生物博物館,屏東縣,72686,Indoor
2015_12,墾丁海水浴場,屏東縣,26612,Outdoor
2015_12,駁二藝術特區,高雄市,284292,Outdoor
2016_01,陽明山遊客中心,臺北市,12349,Indoor
2016_01,陽明公園,臺北市,26250,Outdoor
2016_01,擎天崗,臺北市,0,Outdoor
2016_01,國立故宮博物院,臺北市,447514,Indoor
2016_01,淡水漁人碼頭,新北市,279800,Outdoor
2016_01,新北市立黃金博物館,新北市,174703,Outdoor
2016_01,國立自然科學博物館,臺中市,218614,Indoor
2016_01,國立臺灣美術館(含美術園道商圈),臺中市,73029,Indoor
2016_01,臺中國家歌劇院,臺中市,0,Indoor
2016_01,日月潭環潭區,南投縣,291780,Outdoor
2016_01,清境農場,南投縣,99079,Outdoor
2016_01,溪頭自然教育園區,南投縣,75622,Outdoor
2016_01,蓮池潭,高雄市,306690,Outdoor
2016_01,國立科學工藝博物館,高雄市,208054,Indoor
2016_01,高雄市立美術館,高雄市,45912,Indoor
2016_01,旗津風景區,高雄市,329004,Outdoor
2016_01,墾丁國家森林遊樂區,屏東縣,11965,Outdoor
2016_01,國立海洋生物博物館,屏東縣,72448,Indoor
2016_01,墾丁海水浴場,屏東縣,19921,Outdoor
2016_01,駁二藝術特區,高雄市,380567,Outdoor
2016_02,陽明山遊客中心,臺北市,7941,Indoor
2016_02,陽明公園,臺北市,663367,Outdoor
2016_02,擎天崗,臺北市,0,Outdoor
2016_02,國立故宮博物院,臺北市,466023,Indoor
2016_02,淡水漁人碼頭,新北市,261844,Outdoor
2016_02,新北市立黃金博物館,新北市,187737,Outdoor
2016_02,國立自然科學博物館,臺中市,250505,Indoor
2016_02,國立臺灣美術館(含美術園道商圈),臺中市,93642,Indoor
2016_02,臺中國家歌劇院,臺中市,0,Indoor
2016_02,日月潭環潭區,南投縣,625734,Outdoor
2016_02,清境農場,南投縣,146222,Outdoor
2016_02,溪頭自然教育園區,南投縣,94018,Outdoor
2016_02,蓮池潭,高雄市,519588,Outdoor
2016_02,國立科學工藝博物館,高雄市,233709,Indoor
2016_02,高雄市立美術館,高雄市,91601,Indoor
2016_02,旗津風景區,高雄市,526399,Outdoor
2016_02,墾丁國家森林遊樂區,屏東縣,23390,Outdoor
2016_02,國立海洋生物博物館,屏東縣,139641,Indoor
2016_02,墾丁海水浴場,屏東縣,23358,Outdoor
2016_02,駁二藝術特區,高雄市,898672,Outdoor
2016_03,陽明山遊客中心,臺北市,10391,Indoor
2016_03,陽明公園,臺北市,691332,Outdoor
2016_03,擎天崗,臺北市,0,Outdoor
2016_03,國立故宮博物院,臺北市,462046,Indoor
2016_03,淡水漁人碼頭,新北市,208145,Outdoor
2016_03,新北市立黃金博物館,新北市,153550,Outdoor
2016_03,國立自然科學博物館,臺中市,188583,Indoor
2016_03,國立臺灣美術館(含美術園道商圈),臺中市,73329,Indoor
2016_03,臺中國家歌劇院,臺中市,0,Indoor
2016_03,日月潭環潭區,南投縣,486469,Outdoor
2016_03,清境農場,南投縣,90128,Outdoor
2016_03,溪頭自然教育園區,南投縣,83521,Outdoor
2016_03,蓮池潭,高雄市,326721,Outdoor
2016_03,國立科學工藝博物館,高雄市,150535,Indoor
2016_03,高雄市立美術館,高雄市,76339,Indoor
2016_03,旗津風景區,高雄市,365119,Outdoor
2016_03,墾丁國家森林遊樂區,屏東縣,10859,Outdoor
2016_03,國立海洋生物博物館,屏東縣,62135,Indoor
2016_03,墾丁海水浴場,屏東縣,24683,Outdoor
2016_03,駁二藝術特區,高雄市,359774,Outdoor
2016_04,陽明山遊客中心,臺北市,11667,Indoor
2016_04,陽明公園,臺北市,25200,Outdoor
2016_04,擎天崗,臺北市,0,Outdoor
2016_04,國立故宮博物院,臺北市,438172,Indoor
2016_04,淡水漁人碼頭,新北市,314852,Outdoor
2016_04,新北市立黃金博物館,新北市,181655,Outdoor
2016_04,國立自然科學博物館,臺中市,249123,Indoor
2016_04,國立臺灣美術館(含美術園道商圈),臺中市,89200,Indoor
2016_04,臺中國家歌劇院,臺中市,0,Indoor
2016_04,日月潭環潭區,南投縣,373632,Outdoor
2016_04,清境農場,南投縣,108013,Outdoor
2016_04,溪頭自然教育園區,南投縣,129408,Outdoor
2016_04,蓮池潭,高雄市,364749,Outdoor
2016_04,國立科學工藝博物館,高雄市,109599,Indoor
2016_04,高雄市立美術館,高雄市,67751,Indoor
2016_04,旗津風景區,高雄市,376993,Outdoor
2016_04,墾丁國家森林遊樂區,屏東縣,13860,Outdoor
2016_04,國立海洋生物博物館,屏東縣,95275,Indoor
2016_04,墾丁海水浴場,屏東縣,22063,Outdoor
2016_04,駁二藝術特區,高雄市,441343,Outdoor
2016_05,陽明山遊客中心,臺北市,12854,Indoor
2016_05,陽明公園,臺北市,30750,Outdoor
2016_05,擎天崗,臺北市,0,Outdoor
2016_05,國立故宮博物院,臺北市,423639,Indoor
2016_05,淡水漁人碼頭,新北市,243160,Outdoor
2016_05,新北市立黃金博物館,新北市,173211,Outdoor
2016_05,國立自然科學博物館,臺中市,203598,Indoor
2016_05,國立臺灣美術館(含美術園道商圈),臺中市,77401,Indoor
2016_05,臺中國家歌劇院,臺中市,0,Indoor
2016_05,日月潭環潭區,南投縣,254981,Outdoor
2016_05,清境農場,南投縣,101907,Outdoor
2016_05,溪頭自然教育園區,南投縣,147886,Outdoor
2016_05,蓮池潭,高雄市,323720,Outdoor
2016_05,國立科學工藝博物館,高雄市,152808,Indoor
2016_05,高雄市立美術館,高雄市,56302,Indoor
2016_05,旗津風景區,高雄市,335085,Outdoor
2016_05,墾丁國家森林遊樂區,屏東縣,13639,Outdoor
2016_05,國立海洋生物博物館,屏東縣,101858,Indoor
2016_05,墾丁海水浴場,屏東縣,25764,Outdoor
2016_05,駁二藝術特區,高雄市,659652,Outdoor
2016_06,陽明山遊客中心,臺北市,12468,Indoor
2016_06,陽明公園,臺北市,24750,Outdoor
2016_06,擎天崗,臺北市,0,Outdoor
2016_06,國立故宮博物院,臺北市,356769,Indoor
2016_06,淡水漁人碼頭,新北市,234191,Outdoor
2016_06,新北市立黃金博物館,新北市,169406,Outdoor
2016_06,國立自然科學博物館,臺中市,238938,Indoor
2016_06,國立臺灣美術館(含美術園道商圈),臺中市,172939,Indoor
2016_06,臺中國家歌劇院,臺中市,0,Indoor
2016_06,日月潭環潭區,南投縣,182048,Outdoor
2016_06,清境農場,南投縣,106721,Outdoor
2016_06,溪頭自然教育園區,南投縣,160346,Outdoor
2016_06,蓮池潭,高雄市,271157,Outdoor
2016_06,國立科學工藝博物館,高雄市,200425,Indoor
2016_06,高雄市立美術館,高雄市,47525,Indoor
2016_06,旗津風景區,高雄市,356122,Outdoor
2016_06,墾丁國家森林遊樂區,屏東縣,8708,Outdoor
2016_06,國立海洋生物博物館,屏東縣,127923,Indoor
2016_06,墾丁海水浴場,屏東縣,23616,Outdoor
2016_06,駁二藝術特區,高雄市,234797,Outdoor
2016_07,陽明山遊客中心,臺北市,11457,Indoor
2016_07,陽明公園,臺北市,15400,Outdoor
2016_07,擎天崗,臺北市,0,Outdoor
2016_07,國立故宮博物院,臺北市,411514,Indoor
2016_07,淡水漁人碼頭,新北市,247010,Outdoor
2016_07,新北市立黃金博物館,新北市,221080,Outdoor
2016_07,國立自然科學博物館,臺中市,367064,Indoor
2016_07,國立臺灣美術館(含美術園道商圈),臺中市,330242,Indoor
2016_07,臺中國家歌劇院,臺中市,0,Indoor
2016_07,日月潭環潭區,南投縣,412146,Outdoor
2016_07,清境農場,南投縣,164937,Outdoor
2016_07,溪頭自然教育園區,南投縣,210661,Outdoor
2016_07,蓮池潭,高雄市,292617,Outdoor
2016_07,國立科學工藝博物館,高雄市,321372,Indoor
2016_07,高雄市立美術館,高雄市,76725,Indoor
2016_07,旗津風景區,高雄市,474470,Outdoor
2016_07,墾丁國家森林遊樂區,屏東縣,19278,Outdoor
2016_07,國立海洋生物博物館,屏東縣,190747,Indoor
2016_07,墾丁海水浴場,屏東縣,24261,Outdoor
2016_07,駁二藝術特區,高雄市,441001,Outdoor
2016_08,陽明山遊客中心,臺北市,9562,Indoor
2016_08,陽明公園,臺北市,9540,Outdoor
