date,attraction,city,tourists
2013_07,墾丁國家森林遊樂區,屏東縣,17931
2013_07,國立海洋生物博物館,屏東縣,187865
2013_07,墾丁海水浴場,屏東縣,26339
2013_07,駁二藝術特區,高雄市,173282
2013_08,陽明山遊客中心,臺北市,10917
2013_08,陽明公園,臺北市,42500
2013_08,擎天崗,臺北市,0
2013_08,國立故宮博物院,臺北市,472754
2013_08,淡水漁人碼頭,新北市,271930
2013_08,新北市立黃金博物館,新北市,201786
2013_08,國立自然科學博物館,臺中市,357382
2013_08,國立臺灣美術館(含美術園道商圈),臺中市,143384
2013_08,臺中國家歌劇院,臺中市,0
2013_08,日月潭環潭區,南投縣,347076
2013_08,清境農場,南投縣,124399
2013_08,溪頭自然教育園區,南投縣,142991
2013_08,蓮池潭,高雄市,94568
2013_08,國立科學工藝博物館,高雄市,259666
2013_08,高雄市立美術館,高雄市,103525
2013_08,旗津風景區,高雄市,486145
2013_08,墾丁國家森林遊樂區,屏東縣,12932
2013_08,國立海洋生物博物館,屏東縣,187865
2013_08,墾丁海水浴場,屏東縣,26339
2013_08,駁二藝術特區,高雄市,488920
2013_09,陽明山遊客中心,臺北市,8291
2013_09,陽明公園,臺北市,38000
2013_09,擎天崗,臺北市,0
2013_09,國立故宮博物院,臺北市,376983
2013_09,淡水漁人碼頭,新北市,242708
2013_09,新北市立黃金博物館,新北市,146095
2013_09,國立自然科學博物館,臺中市,222636
2013_09,國立臺灣美術館(含美術園道商圈),臺中市,85772
2013_09,臺中國家歌劇院,臺中市,0
2013_09,日月潭環潭區,南投縣,264556
2013_09,清境農場,南投縣,75638
2013_09,溪頭自然教育園區,南投縣,132001
2013_09,蓮池潭,高雄市,92560
2013_09,國立科學工藝博物館,高雄市,160801
2013_09,高雄市立美術館,高雄市,76875
2013_09,旗津風景區,高雄市,451086
2013_09,墾丁國家森林遊樂區,屏東縣,10315
2013_09,國立海洋生物博物館,屏東縣,112867
2013_09,墾丁海水浴場,屏東縣,22749
2013_09,駁二藝術特區,高雄市,276655
2013_10,陽明山遊客中心,臺北市,8156
2013_10,陽明公園,臺北市,35000
2013_10,擎天崗,臺北市,0
2013_10,國立故宮博物院,臺北市,359249
2013_10,淡水漁人碼頭,新北市,251955
2013_10,新北市立黃金博物館,新北市,174478
2013_10,國立自然科學博物館,臺中市,314735
2013_10,國立臺灣美術館(含美術園道商圈),臺中市,83932
2013_10,臺中國家歌劇院,臺中市,0
2013_10,日月潭環潭區,南投縣,329396
2013_10,清境農場,南投縣,109997
2013_10,溪頭自然教育園區,南投縣,125428
2013_10,蓮池潭,高雄市,1925184
2013_10,國立科學工藝博物館,高雄市,154421
2013_10,高雄市立美術館,高雄市,67285
2013_10,旗津風景區,高雄市,493956
2013_10,墾丁國家森林遊樂區,屏東縣,18476
2013_10,國立海洋生物博物館,屏東縣,112374
2013_10,墾丁海水浴場,屏東縣,22932
2013_10,駁二藝術特區,高雄市,332399
2013_11,陽明山遊客中心,臺北市,7192
2013_11,陽明公園,臺北市,32500
2013_11,擎天崗,臺北市,0
2013_11,國立故宮博物院,臺北市,410667
2013_11,淡水漁人碼頭,新北市,260467
2013_11,新北市立黃金博物館,新北市,168765
2013_11,國立自然科學博物館,臺中市,244915
2013_11,國立臺灣美術館(含美術園道商圈),臺中市,76024
2013_11,臺中國家歌劇院,臺中市,0
2013_11,日月潭環潭區,南投縣,300250
2013_11,清境農場,南投縣,116775
2013_11,溪頭自然教育園區,南投縣,130427
2013_11,蓮池潭,高雄市,91752
2013_11,國立科學工藝博物館,高雄市,140730
2013_11,高雄市立美術館,高雄市,59166
2013_11,旗津風景區,高雄市,453681
2013_11,墾丁國家森林遊樂區,屏東縣,14474
2013_11,國立海洋生物博物館,屏東縣,84845
2013_11,墾丁海水浴場,屏東縣,20945
2013_11,駁二藝術特區,高雄市,269549
2013_12,陽明山遊客中心,臺北市,6792
2013_12,陽明公園,臺北市,31000
2013_12,擎天崗,臺北市,0
2013_12,國立故宮博物院,臺北市,397288
2013_12,淡水漁人碼頭,新北市,229430
2013_12,新北市立黃金博物館,新北市,152058
2013_12,國立自然科學博物館,臺中市,210116
2013_12,國立臺灣美術館(含美術園道商圈),臺中市,68258
2013_12,臺中國家歌劇院,臺中市,0
2013_12,日月潭環潭區,南投縣,293990
2013_12,清境農場,南投縣,111435
2013_12,溪頭自然教育園區,南投縣,88349
2013_12,蓮池潭,高雄市,94568
2013_12,國立科學工藝博物館,高雄市,143758
2013_12,高雄市立美術館,高雄市,60385
2013_12,旗津風景區,高雄市,392968
2013_12,墾丁國家森林遊樂區,屏東縣,14254
2013_12,國立海洋生物博物館,屏東縣,67998
2013_12,墾丁海水浴場,屏東縣,21583
2013_12,駁二藝術特區,高雄市,285550
2014_01,陽明山遊客中心,臺北市,30147
2014_01,陽明公園,臺北市,98500
2014_01,擎天崗,臺北市,0
2014_01,國立故宮博物院,臺北市,389257
2014_01,淡水漁人碼頭,新北市,222728
2014_01,新北市立黃金博物館,新北市,151230
2014_01,國立自然科學博物館,臺中市,190478
2014_01,國立臺灣美術館(含美術園道商圈),臺中市,65182
2014_01,臺中國家歌劇院,臺中市,0
2014_01,日月潭環潭區,南投縣,291918
2014_01,清境農場,南投縣,82100
2014_01,溪頭自然教育園區,南投縣,74651
2014_01,蓮池潭,高雄市,124560
2014_01,國立科學工藝博物館,高雄市,115828
2014_01,高雄市立美術館,高雄市,58693
2014_01,旗津風景區,高雄市,449688
2014_01,墾丁國家森林遊樂區,屏東縣,13535
2014_01,國立海洋生物博物館,屏東縣,61532
2014_01,墾丁海水浴場,屏東縣,21281
2014_01,駁二藝術特區,高雄市,448408
2014_02,陽明山遊客中心,臺北市,12587
2014_02,陽明公園,臺北市,1023900
2014_02,擎天崗,臺北市,0
2014_02,國立故宮博物院,臺北市,458965
2014_02,淡水漁人碼頭,新北市,237354
2014_02,新北市立黃金博物館,新北市,188759
2014_02,國立自然科學博物館,臺中市,216261
2014_02,國立臺灣美術館(含美術園道商圈),臺中市,98585
2014_02,臺中國家歌劇院,臺中市,0
2014_02,日月潭環潭區,南投縣,1012946
2014_02,清境農場,南投縣,110787
2014_02,溪頭自然教育園區,南投縣,93336
2014_02,蓮池潭,高雄市,201940
2014_02,國立科學工藝博物館,高雄市,163241
2014_02,高雄市立美術館,高雄市,68873
2014_02,旗津風景區,高雄市,596856
2014_02,墾丁國家森林遊樂區,屏東縣,19604
2014_02,國立海洋生物博物館,屏東縣,112848
2014_02,墾丁海水浴場,屏東縣,20455
2014_02,駁二藝術特區,高雄市,641940
2014_03,陽明山遊客中心,臺北市,10463
2014_03,陽明公園,臺北市,411400
2014_03,擎天崗,臺北市,0
2014_03,國立故宮博物院,臺北市,505251
2014_03,淡水漁人碼頭,新北市,303604
2014_03,新北市立黃金博物館,新北市,162115
2014_03,國立自然科學博物館,臺中市,193967
2014_03,國立臺灣美術館(含美術園道商圈),臺中市,115242
2014_03,臺中國家歌劇院,臺中市,0
2014_03,日月潭環潭區,南投縣,508931
2014_03,清境農場,南投縣,93160
2014_03,溪頭自然教育園區,南投縣,102567
2014_03,蓮池潭,高雄市,95376
2014_03,國立科學工藝博物館,高雄市,104196
2014_03,高雄市立美術館,高雄市,66261
2014_03,旗津風景區,高雄市,520874
2014_03,墾丁國家森林遊樂區,屏東縣,16439
2014_03,國立海洋生物博物館,屏東縣,78730
2014_03,墾丁海水浴場,屏東縣,26976
2014_03,駁二藝術特區,高雄市,284689
2014_04,陽明山遊客中心,臺北市,9435
2014_04,陽明公園,臺北市,78000
2014_04,擎天崗,臺北市,0
2014_04,國立故宮博物院,臺北市,507282
2014_04,淡水漁人碼頭,新北市,246142
2014_04,新北市立黃金博物館,新北市,163714
2014_04,國立自然科學博物館,臺中市,251255
2014_04,國立臺灣美術館(含美術園道商圈),臺中市,118702
2014_04,臺中國家歌劇院,臺中市,0
2014_04,日月潭環潭區,南投縣,438334
2014_04,清境農場,南投縣,98502
2014_04,溪頭自然教育園區,南投縣,127221
2014_04,蓮池潭,高雄市,91752
2014_04,國立科學工藝博物館,高雄市,162005
2014_04,高雄市立美術館,高雄市,68628
2014_04,旗津風景區,高雄市,502775
2014_04,墾丁國家森林遊樂區,屏東縣,17190
2014_04,國立海洋生物博物館,屏東縣,86158
2014_04,墾丁海水浴場,屏東縣,20348
2014_04,駁二藝術特區,高雄市,285729
2014_05,陽明山遊客中心,臺北市,7859
2014_05,陽明公園,臺北市,32800
2014_05,擎天崗,臺北市,0
2014_05,國立故宮博物院,臺北市,496465
2014_05,淡水漁人碼頭,新北市,246069
2014_05,新北市立黃金博物館,新北市,157191
2014_05,國立自然科學博物館,臺中市,240997
2014_05,國立臺灣美術館(含美術園道商圈),臺中市,70882
2014_05,臺中國家歌劇院,臺中市,0
2014_05,日月潭環潭區,南投縣,346201
2014_05,清境農場,南投縣,76261
2014_05,溪頭自然教育園區,南投縣,103978
2014_05,蓮池潭,高雄市,94568
2014_05,國立科學工藝博物館,高雄市,141395
2014_05,高雄市立美術館,高雄市,61855
2014_05,旗津風景區,高雄市,459085
2014_05,墾丁國家森林遊樂區,屏東縣,14921
2014_05,國立海洋生物博物館,屏東縣,115478
2014_05,墾丁海水浴場,屏東縣,27435
2014_05,駁二藝術特區,高雄市,317981
2014_06,陽明山遊客中心,臺北市,10190
2014_06,陽明公園,臺北市,25400
2014_06,擎天崗,臺北市,0
2014_06,國立故宮博物院,臺北市,408086
2014_06,淡水漁人碼頭,新北市,262506
2014_06,新北市立黃金博物館,新北市,178160
2014_06,國立自然科學博物館,臺中市,222157
2014_06,國立臺灣美術館(含美術園道商圈),臺中市,80587
2014_06,臺中國家歌劇院,臺中市,0
2014_06,日月潭環潭區,南投縣,318057
2014_06,清境農場,南投縣,106864
2014_06,溪頭自然教育園區,南投縣,140424
2014_06,蓮池潭,高雄市,92560
2014_06,國立科學工藝博物館,高雄市,130389
2014_06,高雄市立美術館,高雄市,53207
2014_06,旗津風景區,高雄市,451169
2014_06,墾丁國家森林遊樂區,屏東縣,15624
2014_06,國立海洋生物博物館,屏東縣,135843
2014_06,墾丁海水浴場,屏東縣,23997
2014_06,駁二藝術特區,高雄市,281077
2014_07,陽明山遊客中心,臺北市,11561
2014_07,陽明公園,臺北市,43200
2014_07,擎天崗,臺北市,0
2014_07,國立故宮博物院,臺北市,428610
2014_07,淡水漁人碼頭,新北市,274940
2014_07,新北市立黃金博物館,新北市,210745
2014_07,國立自然科學博物館,臺中市,342114
2014_07,國立臺灣美術館(含美術園道商圈),臺中市,109186
2014_07,臺中國家歌劇院,臺中市,0
2014_07,日月潭環潭區,南投縣,365223
2014_07,清境農場,南投縣,159441
2014_07,溪頭自然教育園區,南投縣,208466
2014_07,蓮池潭,高雄市,93760
2014_07,國立科學工藝博物館,高雄市,269211
2014_07,高雄市立美術館,高雄市,89287
2014_07,旗津風景區,高雄市,513881
2014_07,墾丁國家森林遊樂區,屏東縣,20030
2014_07,國立海洋生物博物館,屏東縣,197483
2014_07,墾丁海水浴場,屏東縣,21526
2014_07,駁二藝術特區,高雄市,367302
2014_08,陽明山遊客中心,臺北市,36528
2014_08,陽明公園,臺北市,41500
2014_08,擎天崗,臺北市,0
2014_08,國立故宮博物院,臺北市,453959
2014_08,淡水漁人碼頭,新北市,270449
2014_08,新北市立黃金博物館,新北市,250846
2014_08,國立自然科學博物館,臺中市,373758
2014_08,國立臺灣美術館(含美術園道商圈),臺中市,133314
2014_08,臺中國家歌劇院,臺中市,0
2014_08,日月潭環潭區,南投縣,375908
2014_08,清境農場,南投縣,173470
2014_08,溪頭自然教育園區,南投縣,194221
2014_08,蓮池潭,高雄市,95376
2014_08,國立科學工藝博物館,高雄市,199085
2014_08,高雄市立美術館,高雄市,75915
2014_08,旗津風景區,高雄市,426500
2014_08,墾丁國家森林遊樂區,屏東縣,16788
2014_08,國立海洋生物博物館,屏東縣,185797
2014_08,墾丁海水浴場,屏東縣,26040
2014_08,駁二藝術特區,高雄市,367730
2014_09,陽明山遊客中心,臺北市,9787
2014_09,陽明公園,臺北市,34200
2014_09,擎天崗,臺北市,0
2014_09,國立故宮博物院,臺北市,384277
2014_09,淡水漁人碼頭,新北市,247555
2014_09,新北市立黃金博物館,新北市,177368
2014_09,國立自然科學博物館,臺中市,190580
2014_09,國立臺灣美術館(含美術園道商圈),臺中市,100188
2014_09,臺中國家歌劇院,臺中市,0
2014_09,日月潭環潭區,南投縣,284708
2014_09,清境農場,南投縣,103672
2014_09,溪頭自然教育園區,南投縣,166739
2014_09,蓮池潭,高雄市,91752
2014_09,國立科學工藝博物館,高雄市,171391
2014_09,高雄市立美術館,高雄市,47463
2014_09,旗津風景區,高雄市,391594
2014_09,墾丁國家森林遊樂區,屏東縣,12346
2014_09,國立海洋生物博物館,屏東縣,114384
2014_09,墾丁海水浴場,屏東縣,22678
2014_09,駁二藝術特區,高雄市,155421
2014_10,陽明山遊客中心,臺北市,8593
2014_10,陽明公園,臺北市,33000
2014_10,擎天崗,臺北市,0
2014_10,國立故宮博物院,臺北市,458793
2014_10,淡水漁人碼頭,新北市,254036
2014_10,新北市立黃金博物館,新北市,212851
2014_10,國立自然科學博物館,臺中市,249304
2014_10,國立臺灣美術館(含美術園道商圈),臺中市,134498
2014_10,臺中國家歌劇院,臺中市,0
2014_10,日月潭環潭區,南投縣,396618
2014_10,清境農場,南投縣,149414
2014_10,溪頭自然教育園區,南投縣,161772
2014_10,蓮池潭,高雄市,94568
2014_10,國立科學工藝博物館,高雄市,197881
2014_10,高雄市立美術館,高雄市,79492
2014_10,旗津風景區,高雄市,483951
2014_10,墾丁國家森林遊樂區,屏東縣,20213
2014_10,國立海洋生物博物館,屏東縣,131524
2014_10,墾丁海水浴場,屏東縣,17139
2014_10,駁二藝術特區,高雄市,293756
2014_11,陽明山遊客中心,臺北市,8530
2014_11,陽明公園,臺北市,30500
2014_11,擎天崗,臺北市,0
2014_11,國立故宮博物院,臺北市,448495
2014_11,淡水漁人碼頭,新北市,267760
2014_11,新北市立黃金博物館,新北市,206288
2014_11,國立自然科學博物館,臺中市,248439
2014_11,國立臺灣美術館(含美術園道商圈),臺中市,123268
2014_11,臺中國家歌劇院,臺中市,0
2014_11,日月潭環潭區,南投縣,374063
2014_11,清境農場,南投縣,143363
2014_11,溪頭自然教育園區,南投縣,128547
2014_11,蓮池潭,高雄市,92560
2014_11,國立科學工藝博物館,高雄市,131640
2014_11,高雄市立美術館,高雄市,82149
2014_11,旗津風景區,高雄市,429911
2014_11,墾丁國家森林遊樂區,屏東縣,17715
2014_11,國立海洋生物博物館,屏東縣,80287
2014_11,墾丁海水浴場,屏東縣,23943
2014_11,駁二藝術特區,高雄市,311249
2014_12,陽明山遊客中心,臺北市,6505
2014_12,陽明公園,臺北市,29000
2014_12,擎天崗,臺北市,0
2014_12,國立故宮博物院,臺北市,462885
2014_12,淡水漁人碼頭,新北市,261665
2014_12,新北市立黃金博物館,新北市,176163
2014_12,國立自然科學博物館,臺中市,207904
2014_12,國立臺灣美術館(含美術園道商圈),臺中市,98622
2014_12,臺中國家歌劇院,臺中市,0
2014_12,日月潭環潭區,南投縣,344967
2014_12,清境農場,南投縣,130031
2014_12,溪頭自然教育園區,南投縣,108600
2014_12,蓮池潭,高雄市,92952
2014_12,國立科學工藝博物館,高雄市,147515
2014_12,高雄市立美術館,高雄市,78353
2014_12,旗津風景區,高雄市,380689
2014_12,墾丁國家森林遊樂區,屏東縣,15708
2014_12,國立海洋生物博物館,屏東縣,63300
2014_12,墾丁海水浴場,屏東縣,27167
2014_12,駁二藝術特區,高雄市,272427
2015_01,陽明山遊客中心,臺北市,10773
2015_01,陽明公園,臺北市,94000
2015_01,擎天崗,臺北市,0
2015_01,國立故宮博物院,臺北市,482236
2015_01,淡水漁人碼頭,新北市,242116
2015_01,新北市立黃金博物館,新北市,194184
2015_01,國立自然科學博物館,臺中市,268247
2015_01,國立臺灣美術館(含美術園道商圈),臺中市,140633
2015_01,臺中國家歌劇院,臺中市,0
2015_01,日月潭環潭區,南投縣,338277
2015_01,清境農場,南投縣,109724
2015_01,溪頭自然教育園區,南投縣,102385
2015_01,蓮池潭,高雄市,103788
2015_01,國立科學工藝博物館,高雄市,168347
2015_01,高雄市立美術館,高雄市,80555
2015_01,旗津風景區,高雄市,461937
2015_01,墾丁國家森林遊樂區,屏東縣,15053
2015_01,國立海洋生物博物館,屏東縣,65101
2015_01,墾丁海水浴場,屏東縣,23188
2015_01,駁二藝術特區,高雄市,483225
2015_02,陽明山遊客中心,臺北市,12587
2015_02,陽明公園,臺北市,922000
2015_02,擎天崗,臺北市,0
2015_02,國立故宮博物院,臺北市,533567
2015_02,淡水漁人碼頭,新北市,265826
2015_02,新北市立黃金博物館,新北市,201927
2015_02,國立自然科學博物館,臺中市,292184
2015_02,國立臺灣美術館(含美術園道商圈),臺中市,141008
2015_02,臺中國家歌劇院,臺中市,0
2015_02,日月潭環潭區,南投縣,762194
2015_02,清境農場,南投縣,151604
2015_02,溪頭自然教育園區,南投縣,97006
2015_02,蓮池潭,高雄市,236253
2015_02,國立科學工藝博物館,高雄市,199402
2015_02,高雄市立美術館,高雄市,153677
2015_02,旗津風景區,高雄市,554749
2015_02,墾丁國家森林遊樂區,屏東縣,24999
2015_02,國立海洋生物博物館,屏東縣,122150
2015_02,墾丁海水浴場,屏東縣,23729
2015_02,駁二藝術特區,高雄市,467967
2015_03,陽明山遊客中心,臺北市,10360
2015_03,陽明公園,臺北市,624200
2015_03,擎天崗,臺北市,0
2015_03,國立故宮博物院,臺北市,441972
2015_03,淡水漁人碼頭,新北市,237810
2015_03,新北市立黃金博物館,新北市,147569
2015_03,國立自然科學博物館,臺中市,211371
2015_03,國立臺灣美術館(含美術園道商圈),臺中市,82095
2015_03,臺中國家歌劇院,臺中市,0
2015_03,日月潭環潭區,南投縣,395314
2015_03,清境農場,南投縣,98448
2015_03,溪頭自然教育園區,南投縣,95283
2015_03,蓮池潭,高雄市,94568
2015_03,國立科學工藝博物館,高雄市,107563
2015_03,高雄市立美術館,高雄市,130806
2015_03,旗津風景區,高雄市,446263
2015_03,墾丁國家森林遊樂區,屏東縣,14007
2015_03,國立海洋生物博物館,屏東縣,64470
2015_03,墾丁海水浴場,屏東縣,26063
2015_03,駁二藝術特區,高雄市,217402
2015_04,陽明山遊客中心,臺北市,9315
2015_04,陽明公園,臺北市,76000
2015_04,擎天崗,臺北市,0
2015_04,國立故宮博物院,臺北市,406013
2015_04,淡水漁人碼頭,新北市,255094
2015_04,新北市立黃金博物館,新北市,186403
2015_04,國立自然科學博物館,臺中市,261492
2015_04,國立臺灣美術館(含美術園道商圈),臺中市,82477
2015_04,臺中國家歌劇院,臺中市,0
2015_04,日月潭環潭區,南投縣,427814
2015_04,清境農場,南投縣,107724
2015_04,溪頭自然教育園區,南投縣,138385
2015_04,蓮池潭,高雄市,92560
2015_04,國立科學工藝博物館,高雄市,214127
2015_04,高雄市立美術館,高雄市,135771
2015_04,旗津風景區,高雄市,456855
2015_04,墾丁國家森林遊樂區,屏東縣,16029
2015_04,國立海洋生物博物館,屏東縣,92070
2015_04,墾丁海水浴場,屏東縣,21267
2015_04,駁二藝術特區,高雄市,251583
2015_05,陽明山遊客中心,臺北市,8395
2015_05,陽明公園,臺北市,31000
2015_05,擎天崗,臺北市,0
2015_05,國立故宮博物院,臺北市,459271
2015_05,淡水漁人碼頭,新北市,260757
2015_05,新北市立黃金博物館,新北市,176082
2015_05,國立自然科學博物館,臺中市,238294
2015_05,國立臺灣美術館(含美術園道商圈),臺中市,84350
2015_05,臺中國家歌劇院,臺中市,0
2015_05,日月潭環潭區,南投縣,306140
2015_05,清境農場,南投縣,85218
2015_05,溪頭自然教育園區,南投縣,123127
2015_05,蓮池潭,高雄市,95376
2015_05,國立科學工藝博物館,高雄市,146396
2015_05,高雄市立美術館,高雄市,120824
2015_05,旗津風景區,高雄市,392256
2015_05,墾丁國家森林遊樂區,屏東縣,13272
2015_05,國立海洋生物博物館,屏東縣,104781
2015_05,墾丁海水浴場,屏東縣,24063
2015_05,駁二藝術特區,高雄市,360327
2015_06,陽明山遊客中心,臺北市,11833
2015_06,陽明公園,臺北市,21550
2015_06,擎天崗,臺北市,0
2015_06,國立故宮博物院,臺北市,365835
2015_06,淡水漁人碼頭,新北市,231683
2015_06,新北市立黃金博物館,新北市,143388
2015_06,國立自然科學博物館,臺中市,236371
2015_06,國立臺灣美術館(含美術園道商圈),臺中市,184752
2015_06,臺中國家歌劇院,臺中市,0
2015_06,日月潭環潭區,南投縣,252557
2015_06,清境農場,南投縣,116329
2015_06,溪頭自然教育園區,南投縣,167150
2015_06,蓮池潭,高雄市,91752
2015_06,國立科學工藝博物館,高雄市,131352
2015_06,高雄市立美術館,高雄市,53704
2015_06,旗津風景區,高雄市,413247
2015_06,墾丁國家森林遊樂區,屏東縣,11275
2015_06,國立海洋生物博物館,屏東縣,117175
2015_06,墾丁海水浴場,屏東縣,24171
2015_06,駁二藝術特區,高雄市,113565
2015_07,陽明山遊客中心,臺北市,11518
2015_07,陽明公園,臺北市,13090
2015_07,擎天崗,臺北市,0
2015_07,國立故宮博物院,臺北市,429725
2015_07,淡水漁人碼頭,新北市,279398
2015_07,新北市立黃金博物館,新北市,171690
2015_07,國立自然科學博物館,臺中市,337469
2015_07,國立臺灣美術館(含美術園道商圈),臺中市,249033
2015_07,臺中國家歌劇院,臺中市,0
2015_07,日月潭環潭區,南投縣,353017
2015_07,清境農場,南投縣,162459
2015_07,溪頭自然教育園區,南投縣,201895
2015_07,蓮池潭,高雄市,93760
2015_07,國立科學工藝博物館,高雄市,175847
2015_07,高雄市立美術館,高雄市,79112
2015_07,旗津風景區,高雄市,600514
2015_07,墾丁國家森林遊樂區,屏東縣,14872
2015_07,國立海洋生物博物館,屏東縣,195602
2015_07,墾丁海水浴場,屏東縣,24703
2015_07,駁二藝術特區,高雄市,170436
2015_08,陽明山遊客中心,臺北市,7228
2015_08,陽明公園,臺北市,5100
2015_08,擎天崗,臺北市,0
2015_08,國立故宮博物院,臺北市,465433
2015_08,淡水漁人碼頭,新北市,281050
2015_08,新北市立黃金博物館,新北市,164400
2015_08,國立自然科學博物館,臺中市,312717
2015_08,國立臺灣美術館(含美術園道商圈),臺中市,273298
2015_08,臺中國家歌劇院,臺中市,0
2015_08,日月潭環潭區,南投縣,386003
2015_08,清境農場,南投縣,135064
2015_08,溪頭自然教育園區,南投縣,142205
2015_08,蓮池潭,高雄市,95376
2015_08,國立科學工藝博物館,高雄市,205811
2015_08,高雄市立美術館,高雄市,78332
2015_08,旗津風景區,高雄市,407494
2015_08,墾丁國家森林遊樂區,屏東縣,12913
2015_08,國立海洋生物博物館,屏東縣,184780
2015_08,墾丁海水浴場,屏東縣,24181
2015_08,駁二藝術特區,高雄市,220527
2015_09,陽明山遊客中心,臺北市,11310
2015_09,陽明公園,臺北市,4390
2015_09,擎天崗,臺北市,0
2015_09,國立故宮博物院,臺北市,333224
2015_09,淡水漁人碼頭,新北市,264080
2015_09,新北市立黃金博物館,新北市,161836
2015_09,國立自然科學博物館,臺中市,208166
2015_09,國立臺灣美術館(含美術園道商圈),臺中市,59798
2015_09,臺中國家歌劇院,臺中市,0
2015_09,日月潭環潭區,南投縣,257653
2015_09,清境農場,南投縣,109251
2015_09,溪頭自然教育園區,南投縣,162128
2015_09,蓮池潭,高雄市,129888
2015_09,國立科學工藝博物館,高雄市,137074
2015_09,高雄市立美術館,高雄市,54128
2015_09,旗津風景區,高雄市,383852
2015_09,墾丁國家森林遊樂區,屏東縣,10569
2015_09,國立海洋生物博物館,屏東縣,109691
2015_09,墾丁海水浴場,屏東縣,24532
2015_09,駁二藝術特區,高雄市,3030
2015_10,陽明山遊客中心,臺北市,10575
2015_10,陽明公園,臺北市,8700
2015_10,擎天崗,臺北市,0
2015_10,國立故宮博物院,臺北市,486151
2015_10,淡水漁人碼頭,新北市,274120
2015_10,新北市立黃金博物館,新北市,195360
2015_10,國立自然科學博物館,臺中市,242741
2015_10,國立臺灣美術館(含美術園道商圈),臺中市,77969
2015_10,臺中國家歌劇院,臺中市,0
2015_10,日月潭環潭區,南投縣,385095
2015_10,清境農場,南投縣,148677
2015_10,溪頭自然教育園區,南投縣,161213
2015_10,蓮池潭,高雄市,1508672
2015_10,國立科學工藝博物館,高雄市,168810
2015_10,高雄市立美術館,高雄市,63921
2015_10,旗津風景區,高雄市,422915
2015_10,墾丁國家森林遊樂區,屏東縣,17749
2015_10,國立海洋生物博物館,屏東縣,117264
2015_10,墾丁海水浴場,屏東縣,24228
2015_10,駁二藝術特區,高雄市,202028
2015_11,陽明山遊客中心,臺北市,11370
2015_11,陽明公園,臺北市,13040
2015_11,擎天崗,臺北市,0
2015_11,國立故宮博物院,臺北市,455457
2015_11,淡水漁人碼頭,新北市,277622
2015_11,新北市立黃金博物館,新北市,224981
2015_11,國立自然科學博物館,臺中市,243999
2015_11,國立臺灣美術館(含美術園道商圈),臺中市,69413
2015_11,臺中國家歌劇院,臺中市,0
2015_11,日月潭環潭區,南投縣,359131
2015_11,清境農場,南投縣,154098
2015_11,溪頭自然教育園區,南投縣,163039
2015_11,蓮池潭,高雄市,283294
2015_11,國立科學工藝博物館,高雄市,145982
2015_11,高雄市立美術館,高雄市,43233
2015_11,旗津風景區,高雄市,395288
2015_11,墾丁國家森林遊樂區,屏東縣,16105
2015_11,國立海洋生物博物館,屏東縣,88723
2015_11,墾丁海水浴場,屏東縣,25188
2015_11,駁二藝術特區,高雄市,297851
2015_12,陽明山遊客中心,臺北市,8977
2015_12,陽明公園,臺北市,19350
2015_12,擎天崗,臺北市,0
2015_12,國立故宮博物院,臺北市,428983
2015_12,淡水漁人碼頭,新北市,253951
2015_12,新北市立黃金博物館,新北市,178484
2015_12,國立自然科學博物館,臺中市,222069
2015_12,國立臺灣美術館(含美術園道商圈),臺中市,64433
2015_12,臺中國家歌劇院,臺中市,0
2015_12,日月潭環潭區,南投縣,301978
2015_12,清境農場,南投縣,157697
2015_12,溪頭自然教育園區,南投縣,134553
2015_12,蓮池潭,高雄市,337009
2015_12,國立科學工藝博物館,高雄市,156868
2015_12,高雄市立美術館,高雄市,44476
2015_12,旗津風景區,高雄市,409717
2015_12,墾丁國家森林遊樂區,屏東縣,14071
2015_12,國立海洋生物博物館,屏東縣,72686
2015_12,墾丁海水浴場,屏東縣,26612
2015_12,駁二藝術特區,高雄市,284292
2016_01,陽明山遊客中心,臺北市,12349
2016_01,陽明公園,臺北市,26250
2016_01,擎天崗,臺北市,0
2016_01,國立故宮博物院,臺北市,447514
2016_01,淡水漁人碼頭,新北市,279800
2016_01,新北市立黃金博物館,新北市,174703
2016_01,國立自然科學博物館,臺中市,218614
2016_01,國立臺灣美術館(含美術園道商圈),臺中市,73029
2016_01,臺中國家歌劇院,臺中市,0
2016_01,日月潭環潭區,南投縣,291780
2016_01,清境農場,南投縣,99079
2016_01,溪頭自然教育園區,南投縣,75622
2016_01,蓮池潭,高雄市,306690
2016_01,國立科學工藝博物館,高雄市,208054
2016_01,高雄市立美術館,高雄市,45912
2016_01,旗津風景區,高雄市,329004
2016_01,墾丁國家森林遊樂區,屏東縣,11965
2016_01,國立海洋生物博物館,屏東縣,72448
2016_01,墾丁海水浴場,屏東縣,19921
2016_01,駁二藝術特區,高雄市,380567
2016_02,陽明山遊客中心,臺北市,7941
2016_02,陽明公園,臺北市,663367
2016_02,擎天崗,臺北市,0
2016_02,國立故宮博物院,臺北市,466023
2016_02,淡水漁人碼頭,新北市,261844
2016_02,新北市立黃金博物館,新北市,187737
2016_02,國立自然科學博物館,臺中市,250505
2016_02,國立臺灣美術館(含美術園道商圈),臺中市,93642
2016_02,臺中國家歌劇院,臺中市,0
2016_02,日月潭環潭區,南投縣,625734
